mwra	c.android.gm	c.android.chrome	c.dogalize	c.katana	c.android.youtube	p.android.documentsui	p.system	p.android.chrome	p.android.externalstorage	p.android.gm	p.android.packageinstaller	p.olauncher
1.0	7.87286	11.76194	13.66468	9.12213	11.06322	14.17988	9.31308	8.45468	12.6297	10.53593	7.14967	0.10955
1.0	10.28814	7.83388	18.52407	15.88535	11.32006	11.484	12.98908	11.92086	8.98741	11.14679	12.42967	0.0074
1.0	10.7661	8.67967	13.32149	12.4769	13.50052	13.53188	8.51731	7.58798	7.45483	14.25717	17.43554	0.05734
1.0	8.15913	13.2456	14.80959	11.04041	9.99108	14.59844	13.30299	10.53371	12.28263	9.50947	6.65155	0.16342249999999997
1.0	13.4605	6.92482	16.82399	15.88041	11.14061	12.30174	11.75617	9.22991	9.03793	12.22693	11.58689	0.01672
1.0	7.64315	12.27811	9.50555	15.98652	8.65778	12.13246	7.3104	11.0399	5.88747	9.34088	11.57204	0.01417
0.0	15.00924	9.43823	10.14498	10.19721	13.92055	14.64248	15.70895	13.63317	9.31341	11.79423	9.24873	0.16342249999999997
0.0	12.54712	7.30523	7.75331	6.70873	13.43	14.70402	15.60666	14.21785	10.4222	9.23175	14.14764	0.16342249999999997
0.0	11.09791	12.04197	8.55113	12.60598	12.63642	13.50978	15.33467	12.73513	11.53934	11.27065	15.50237	0.05604
1.0	12.82897	5.48765	13.65754	12.55341	13.98973	12.3519	9.28314	9.76286	7.89504	16.06888	12.73045	0.01764
1.0	9.19635	10.22323	14.43274	11.15139	10.96345	17.50444	8.85463	14.55761	9.76741	6.82865	6.03816	0.027995
0.0	10.84149	9.1161	9.77718	10.86494	13.60649	13.84277	14.51517	15.25929	11.47923	8.72143	13.6746	0.07824
1.0	12.45691	11.02393	14.36387	12.89827	12.46482	16.83846	8.69773	5.98388	9.76529	11.18114	16.88925	0.027995
0.0	16.61762	9.82776	15.08634	7.18644	13.88326	14.08824	12.32004	11.06045	5.3009	9.48349	10.94848	0.09997
1.0	14.17329	11.38756	12.70351	12.64111	11.76205	10.55768	7.8201	10.04401	9.70429	13.37405	12.30012	0.003
1.0	10.59632	12.25448	15.12617	11.67009	9.05451	16.53165	9.46839	7.91354	8.45985	8.00461	7.79256	0.027995
0.0	15.21292	8.46376	11.17825	4.88671	12.92049	13.37244	13.09626	11.62818	8.00838	13.05541	12.67134	0.04898
0.0	13.06921	8.54254	12.06089	11.29129	16.84522	14.47497	11.00903	13.39137	13.52351	9.37781	11.32285	0.1472
1.0	8.23948	13.71373	12.45026	12.15134	11.49836	12.53438	4.58236	6.29138	10.66134	10.67562	10.06909	0.02114
1.0	9.94677	12.0955	16.13956	12.90849	10.50696	13.178889841463416	6.91976	11.75787	6.84213	8.17183	8.46077	0.027995
1.0	7.35731	9.10446	9.47109	12.22133	8.02821	10.99471	9.41464	8.6376	6.28095	11.27827	12.26954	0.00458
0.0	11.77235	8.91868	9.91141	10.77663	13.80766	15.41606	15.89938	17.93752	11.86245	9.77327	14.74124	0.16342249999999997
0.0	9.64846	10.80517	11.85274	11.02285	15.89651	10.25873	11.5117	11.79237	9.12634	12.60163	12.47748	0.00216
1.0	10.39422	12.79324	16.16024	12.47841	11.57367	14.86714	12.38676	12.24277	10.6652	11.05954	9.63876	0.16342249999999997
0.0	11.45693	8.85389	13.87	12.09072	13.64102	12.65251	9.58226	10.5582	10.52627	12.6408	11.79232	0.02377
1.0	11.26241	16.66349	9.46469	17.88591	5.56564	8.61016	9.33108	6.81059	7.35456	7.27151	10.56012	0.00046
0.0	14.60956	10.91699	16.11704	12.35039	14.17667	13.77632	12.43099	15.09002	15.28968	8.72775	8.4548	0.07319
1.0	15.04596	8.92778	15.19789	14.25342	11.52802	11.17407	13.5211	13.93084	10.02143	12.37689	10.5215	0.0055
1.0	7.8335	14.81152	14.24674	13.17412	8.7548	13.81376	9.50168	5.38653	11.76468	9.60534	8.33331	0.07602
1.0	10.06041	12.80265	10.73247	13.47536	8.9254	11.67909	9.77616	12.05975	8.86215	11.21302	9.68315	0.00904
0.0	15.02542	11.07734	13.26475	10.70792	13.31331	15.85738	14.8832	11.33359	12.3718	11.00286	9.32329	0.027995
1.0	15.40032	8.14262	14.04651	14.46677	13.47162	15.01791	11.01094	9.76555	5.62432	13.44572	13.07511	0.16342249999999997
1.0	11.11157	16.80337	14.2711	13.02407	10.97132	11.83071	8.48028	6.84555	11.97675	9.99428	8.57367	0.01049
0.0	13.22814	9.66583	13.28956	9.50359	12.2418	12.47245	10.66266	15.33162	9.41981	10.11088	7.29056	0.01992
1.0	13.699	8.72656	10.89134	12.40559	13.89259	15.97363	10.9914	7.79716	8.17433	15.88542	14.51875	0.027995
1.0	13.743	8.39944	12.65791	11.68224	14.70969	11.84662	10.74955	12.8225	9.3718	14.37568	10.7636	0.01062
0.0	12.76669	8.556	7.69438	11.54277	12.84464	12.33693	13.69726	14.10386	10.85824	6.78115	13.85904	0.01746
1.0	10.8338	12.93267	12.63288	12.13313	9.80883	13.33943	7.22922	7.70366	8.2487	10.44448	9.483	0.04738
0.0	15.78154	7.93379	10.94023	7.83898	15.02311	14.57684	12.0441	13.70581	5.88224	8.75265	11.90325	0.16297
1.0	9.51948	11.73714	9.49464	14.79455	14.94145	13.178889841463416	7.5664	9.99324	11.19784	12.70257	8.64377	0.00015
1.0	15.95625	12.04927	6.02097	13.03002	15.68851	15.70587	11.37996	8.23321	10.1127	15.91829	12.07574	0.027995
0.0	14.49186	10.1032	16.88429	13.76814	11.5345	11.52279	14.6075	15.91374	13.36019	5.45449	12.91778	0.00773
1.0	12.03823	9.59732	14.2184	15.2795	12.09574	11.78897	11.54776	10.59829	9.41889	12.15791	8.53349	0.01007
1.0	16.71623	10.20186	8.5228	9.49266	15.38841	15.51629	11.79939	13.40329	9.85139	16.66058	11.13438	0.027995
1.0	7.67288	13.0552	8.99651	14.84672	11.984665763407577	10.24595	11.49607	7.58525	7.51819	7.43073	9.65687	0.00214
1.0	13.50313	7.57836	9.78952	12.56723	17.99175	12.78982	7.14649	9.57453	5.44218	14.75055	11.47249	0.02729
0.0	12.17767	7.52184	9.50913	6.17675	11.17713	10.42474	13.66854	11.34527	10.66049	10.45727	8.35607	0.00262
0.0	12.31328	8.23741	15.88286	9.18863	10.93619	11.07096	10.3761	13.19712	10.204303997029236	6.95482	11.83593	0.00488
1.0	9.61138	8.891	13.57872	14.89251	13.86647	11.28976	8.74755	8.33629	8.89255	11.88169	11.58596	0.0061
0.0	14.9044	10.55415	10.98445	9.37768	12.01997	14.40678	15.4067	14.24103	10.73622	12.40423	17.33403	0.13742
0.0	13.95668	11.97671	7.72883	13.27386	11.88066	12.88528	11.67886	12.2375	9.81395	4.73956	18.47143	0.03008
1.0	14.58855	14.02552	9.54847	11.83256	9.7919	11.41696	9.07299	8.91517	9.03464	15.59923	11.91489	0.00696
1.0	11.73413	7.99249	14.94472	16.41426	13.47649	12.9929	10.1466	7.76389	11.4311	11.23046	13.24345	0.03348
0.0	10.40414	9.02588	13.47138	6.76179	11.3668	14.63583	12.06389	11.10912	14.45843	9.57822	8.85988	0.16342249999999997
0.0	13.32127	11.23221	9.80103	9.96322	16.01706	17.31131	10.811620897133222	13.04021	11.49595	12.6086	7.8341	0.027995
0.0	12.60909	8.65649	12.75148	9.27885	17.81426	10.14351	8.26962	15.162	6.28439	10.87459	10.84526	0.00195
1.0	15.31853	10.28786	12.15908	12.69614	13.139	14.60217	10.61675	8.40921	8.26768	13.67558	15.69731	0.16342249999999997
0.0	9.9968	9.14644	11.8895	10.99398	13.11369	12.13387	10.21879	14.4138	11.27194	5.33197	9.77576	0.01423
1.0	10.38072	9.23276	16.21409	12.77673	10.63714	13.22362	7.12066	8.26598	7.97805	12.60756	16.27264	0.04219
0.0	13.47729	8.87157	9.68917	9.97526	16.28268	12.05072	11.60296	12.11601	6.18491	8.46749	11.32414	0.01305
1.0	10.40233	12.67507	13.59138	12.54432	8.03068	15.70754	11.71211	9.3574	7.72281	6.53514	6.54606	0.027995
1.0	9.85988	8.83956	13.68798	12.2572	13.10851	13.72486	9.31889	8.09344	7.88629	13.78266	13.10865	0.06954
0.0	13.30063	9.98566	10.83166	8.99687	15.87534	10.78366	11.1214	10.91417	6.22425	12.95924	11.31263	0.00367
1.0	11.38338	10.386155	13.72011	15.68651	9.37035	11.59314	7.87847	6.16994	11.35596	6.8427	8.61009	0.00826
1.0	12.30736	11.37647	16.33661	8.35801	11.61445	14.08991	12.5002	11.33359	15.16246	10.51177	9.52078	0.10015
1.0	13.98783	8.37896	13.48957	12.53558	12.4296	14.69912	11.63959	10.96978	8.01732	14.46736	13.29412	0.16342249999999997
1.0	11.90739	11.87614	10.33168	12.54325	13.13556	14.39438	7.50777	7.69956	5.98397	13.97723	12.34299	0.13587
1.0	13.29864	10.35807	12.66935	14.80591	13.21308	13.88967	12.39347	8.65866	12.43613	11.55765	9.91329	0.0819
1.0	7.43185	13.60052	9.2662	17.6681	8.06816	10.08086	6.66807	9.37334	6.72456	11.50784	14.13777	0.00188
1.0	11.22406	9.41263	15.4157	13.49712	15.86098	11.87699	11.02906	10.21135	12.44014	8.23841	11.46854	0.01099
0.0	11.05776	9.57472	13.57129	9.55268	13.4317	13.178889841463416	14.77642	12.70022	11.84444	8.99319	6.23859	0.027995
1.0	7.71054	13.6419	11.4651	12.31644	9.62171	11.75321	9.12223	8.16527	8.99815	9.76846	9.2367	0.00957
1.0	13.03294	8.75205	12.99709	11.09782	13.42113	15.55735	10.79284	8.40401	9.96462	14.00834	15.34238	0.027995
1.0	12.99077	9.78757	12.07637	9.62512	14.12379	13.59633	16.52354	12.65874	13.1144	9.85764	9.18315	0.06117
1.0	12.62377	9.3857	13.88321	14.5392	12.49073	15.21809	9.78949	7.43343	10.32781	12.653	14.7898	0.16342249999999997
1.0	12.00435	13.63714	16.85883	11.66757	10.42092	14.65956	12.38052	5.24274	9.54856	5.48914	8.12888	0.16342249999999997
1.0	11.78808	6.18659	12.81614	10.82153	18.13937	13.84863	10.6135	12.59594	9.50908	13.1435	11.75604	0.07872
1.0	8.3461	14.01591	12.44181	12.52287	10.80614	12.4937	10.63199	11.5925	11.56783	10.01849	7.90099	0.02035
1.0	12.86516	6.89998	11.55857	10.15175	16.51989	11.85097	5.26385	10.01444	5.56817	15.1845	14.53385	0.01073
1.0	14.23197	10.24969	12.43503	11.99391	11.12107	12.10404	9.71612	9.84303	6.93874	15.30639	15.82158	0.01381
0.0	14.78036	9.77724	11.3231	11.69885	17.9176	11.30748	9.6218	13.73652	4.47317	9.8266	11.86614	0.00626
0.0	15.54085	11.11249	13.50953	12.99305	11.06136	14.7629	11.57322	10.06473	8.8028	12.69472	13.21689	0.16342249999999997
0.0	13.4405	10.8771	16.7289	12.03076	10.80809	14.43808	17.22367	13.08022	12.56706	7.17774	10.50967	0.14188
1.0	15.4804	10.15421	13.72579	10.58988	13.28797	15.85484	11.36376	12.23801	10.96926	11.93695	10.55374	0.027995
1.0	14.3659	16.17757	17.34384	14.38301	12.87431	13.42363	6.73541	4.90762	9.42857	7.86822	11.08545	0.05154
1.0	11.11669	15.06949	14.71908	14.95319	11.48023	13.22842	9.07422	9.52894	8.26744	8.94529	11.07494	0.04232
1.0	15.34739	7.64164	11.18822	11.90283	14.53545	15.43876	10.4191	9.89268	8.87365	16.44512	14.09138	0.16342249999999997
0.0	13.94907	12.26055	13.85701	8.39275	13.31623	18.12984	15.79929	11.97864	11.64277	9.80729	7.73719	0.027995
1.0	17.17456	11.25509	13.8953	12.67742	6.91752	12.41702	10.56014	10.04822	7.76199	15.56724	14.23579	0.01881
1.0	14.04142	10.19452	13.81394	12.10322	12.36986	12.30473	9.20264	10.33648	9.61912	12.34413	13.3977	0.0168
0.0	11.20222	9.77224	11.81482	7.7297	12.35435	13.53648	11.86183	12.72807	10.77454	11.07579	11.73122	0.05771
0.0	15.13177	9.90885	12.22014	14.28626	12.1421	11.46701	10.1954	10.16893	6.25553	13.8535	8.18607	0.00729
0.0	13.81565	8.14742	8.10365	7.0691	10.55478	13.69726	12.54113	10.48739	9.78942	7.12405	13.02413	0.06759
1.0	17.56237	11.3568	10.27273	9.24112	12.2381	14.19998	10.87387	9.86867	5.44316	6.03804	12.84172	0.11182
0.0	12.41861	8.01744	14.02379	9.81895	13.54799	12.23023	11.63351	13.01562	13.65129	7.18983	9.95723	0.01558
0.0	11.00722	9.47285	9.10571	13.70945	13.42801	10.99481	8.75799	13.16713	10.65234	3.95763	14.55452	0.00452
0.0	13.18564	10.33504	14.31335	14.48076	10.18108	12.23217	9.97027	9.57423	10.02517	12.94705	13.64307	0.01562
1.0	10.17529	10.73591	12.12956	8.4785	15.06245	18.31425	11.07954	14.65564	13.61483	12.34393	6.25562	0.027995
1.0	14.24724	9.68966	13.82556	12.64268	13.85282	12.61518	8.26407	8.32602	11.00046	11.72515	14.42296	0.02299
0.0	11.06679	7.35602	7.06294	10.0774	15.22743	9.372	10.53044	11.42136	9.6661	10.0947	14.45997	0.00089
0.0	13.92235	8.83522	7.52073	9.44602	15.04415	12.6062	12.38904	13.7886	7.93938	8.88446	12.39439	0.02275
0.0	12.09694	9.38872	11.10882	9.46567	13.55039	11.30694	12.13533	12.94244	9.57335	10.53805	9.37448	0.00624
1.0	14.69146	11.61448	12.26675	15.1066	11.7959	13.34165	11.57417	9.6802	11.80382	13.1419	12.32349	0.04741
1.0	9.69644	12.22294	14.04353	12.90204	7.60378	15.88546	10.1757	9.96459	9.53832	7.93078	7.56901	0.027995
1.0	8.71346	12.70283	12.7251	12.60583	9.48596	10.92336	10.48918	7.39666	9.90409	8.89384	10.43531	0.00417
1.0	12.97095	9.69947	13.39695	12.509	13.25804	10.95696	8.13679	9.80365	9.22835	12.79694	11.67974	0.00438
1.0	13.88747	11.61132	11.43048	9.94951	12.39282	13.69619	8.46297	11.13582	8.32799	14.16031	11.29045	0.06759
1.0	9.81531	12.82673	14.83061	14.41621	9.19721	12.88684	10.70262	7.737	9.34763	9.30837	11.74833	0.03012
1.0	9.98584	11.95376	10.38699	14.56806	7.47526	11.46189	6.85453	8.36632	6.86583	11.43676	12.45573	0.00727
1.0	11.01174	11.30992	9.69019	13.37798	5.76734	10.79775	9.20895	7.2897	6.36683	11.94941	12.06588	0.00373
1.0	5.52974	13.01708	13.99462	12.37631	11.84422	15.92229	7.20424	9.06556	11.614	13.09838	9.30959	0.027995
1.0	12.61638	10.386155	13.92188	16.46207	9.80327	10.0575	6.88956	10.839032700646378	10.50242	8.56055	10.60721	0.00184
1.0	9.2273	15.38267	12.23971	14.03857	10.25886	12.2232	7.25543	10.14081	9.50325	7.31231	8.9316	0.01547
0.0	10.6995	16.67124	16.68455	12.61757	10.52549	13.56273	11.26834	6.79217	12.09662	7.0683	7.80888	0.05917
1.0	11.34272	11.9372	15.94393	9.00276	8.51468	15.47182	12.85947	6.07025	11.10949	11.07231	7.13227	0.027995
1.0	15.07461	13.09505	11.17022	9.38587	11.50141	13.55756	8.47556	9.88561	9.69214	13.96327	13.67715	0.05881
1.0	13.36577	10.64468	10.46892	9.50563	13.18379	13.43923	7.96779	9.28249	11.03826	15.33295	13.88845	0.05225
0.0	9.34184	9.55846	6.7974	11.99361	12.72192	14.63498	15.63144	16.06274	13.25239	6.26518	16.12514	0.16342249999999997
1.0	13.29374	7.08755	14.46353	11.57327	14.57331	16.36789	13.01048	10.39863	10.64223	13.41479	15.29647	0.027995
0.0	7.48497	10.48838	14.13189	11.888324486169996	15.33148	17.89271	8.62772	12.8655	15.12163	8.78683	6.61239	0.027995
1.0	10.97705	9.26972	7.72985	11.46419	16.22406	10.31581	11.86732	12.54261	8.46453	11.685	10.98559	0.00231
1.0	15.66135	12.39342	14.90352	11.8071	10.86667	11.42936	9.37814	11.52516	10.33375	10.86399	13.26847	0.00697
0.0	12.4049	9.70161	8.13868	10.26661	11.78408	13.43885	12.81925	12.65845	10.0766	6.53579	9.28672	0.05226
1.0	17.13325	10.72181	12.04951	10.19784	14.18607	14.00703	10.21543	11.18275	11.71119	13.47209	15.33991	0.09221
1.0	8.34771	13.54662	15.30568	10.9694	11.18753	14.74625	12.70458	8.11667	11.57066	9.76581	7.6613	0.16342249999999997
0.0	14.46634	10.82491	8.63913	11.10524	12.55382	12.75641	15.2127	13.44277	9.83833	10.72726	12.14302	0.02647
0.0	12.79648	8.31541	9.54361	8.39842	13.77129	13.71653	14.28952	14.73619	10.03471	10.70434	13.4675	0.06898
0.0	16.20494	10.0756	14.65035	12.31149	13.00976	12.53594	15.73279	13.19155	13.61739	7.79164	11.73564	0.02123
1.0	11.48598	8.26014	15.6307	17.97636	13.10187	10.98111	9.2065	8.72531	8.03606	11.10955	12.41474	0.00451
1.0	13.90198	9.84281	10.35223	12.52094	16.69376	13.7078	10.94927	9.12675	13.02321	12.27681	13.85896	0.06838
1.0	9.1574	8.08421	16.1888	15.99254	12.95643	12.00866	9.35987	8.09627	8.48762	11.51673	13.62087	0.01249
0.0	13.73726	10.33036	11.21521	7.46384	12.26788	11.63254	14.95103	13.91513	11.31293	11.96561	10.91053	0.00861
1.0	13.436	10.01067	12.82129	12.60302	14.36011	12.28987	10.34336	11.41402	8.94501	11.55174	11.21551	0.01659
1.0	7.02935	11.92217	9.85189	13.73916	7.11663	12.32901	11.06471	12.25218	8.92526	13.07908	10.1824	0.01722
1.0	10.10506	12.03572	18.822	8.17806	13.55465	13.178889841463416	9.12239	8.94784	11.34437	7.53932	5.34576	0.027995
1.0	9.2195	12.17208	12.06407	12.25388	7.12532	12.26051	12.99202	7.68305	7.08695	6.92567	8.81006	0.01603
0.0	11.79628	9.68628	11.60391	7.0611	14.83507	12.10553	11.46047	15.11252	12.78208	8.5722	9.62627	0.0138
0.0	13.94598	11.48498	15.59698	9.56107	12.8639	12.52891	10.85942	14.90967	12.77942	7.68815	7.68292	0.02103
1.0	6.73851	12.95362	10.27371	14.09824	8.61234	13.08722	8.17094	9.44607	8.77122	13.5718	10.7282	0.03674
1.0	7.40381	10.20685	15.80297	8.82172	12.30531	17.67371	11.29885	13.82692	12.10853	9.80285	6.18978	0.027995
1.0	12.90136	12.83971	15.45755	13.02914	11.01388	13.75301	7.82602	5.85751	8.50525	8.38734	10.08932	0.07145
1.0	11.00178	12.05396	14.25396	13.60601	10.97923	9.71417	8.93206	11.49293	13.15637	11.98558	10.81708	0.00128
1.0	11.8484	16.27921	15.81168	16.23409	8.44007	12.89681	11.26414	6.34	9.98261	5.00516	9.65721	0.03039
1.0	9.46696	13.41342	11.03926	14.18455	7.61801	11.19168	10.49418	10.49416	9.50094	10.56922	9.87808	0.0055
1.0	11.34936	9.67319	13.89327	13.63487	12.06302	10.82933	10.22405	9.67781	7.29705	13.45425	13.12412	0.00388
1.0	11.30068	10.6224	12.84617	16.60899	14.768	12.61932	9.62894	7.42878	7.50924	10.76125	10.63543	0.02308
1.0	8.85854	13.21322	14.31579	11.80341	9.7659	16.15516	9.67147	10.17962	8.08221	9.69974	8.31822	0.027995
0.0	12.58184	10.39086	15.23889	12.0809	12.80646	13.9542	11.75441	16.80722	13.0622	8.60379	10.46343	0.08743
1.0	11.07706	15.62403	12.73023	14.47436	10.26061	13.20245	6.70193	7.80502	7.32375	10.30697	10.35406	0.04124
1.0	12.4885	8.93113	17.25213	9.18554	9.44765	11.08568	8.99502	12.33599	9.92255	14.07958	17.90411	0.00499
0.0	12.62427	10.05351	10.54095	9.36132	16.02503	10.55533	11.76743	11.24175	7.7514	13.10465	15.17437	0.00301
1.0	12.04838	10.8447	11.82592	14.61532	9.71242	12.83565	10.86505	6.77592	9.90835	15.13168	14.20611	0.02862
0.0	13.94467	10.05903	7.51484	11.74481	14.09053	12.83843	12.2732	10.68782	7.23781	6.74696	13.82759	0.0287
0.0	9.2356	14.91842	14.95256	11.91906	9.5424	13.92704	12.43113	7.52341	11.23843	7.07552	6.69274	0.08512
1.0	10.7105	12.52929	18.24802	8.89623	14.07697	15.38145	9.12044	3.69631	12.15749	10.40349	9.04111	0.16342249999999997
1.0	13.22833	8.89145	12.95709	17.55061	14.26935	13.83032	11.73041	7.50657	5.90552	12.37764	10.67357	0.07729
1.0	15.90332	12.40596	16.1795	11.42379	9.16043	12.05386	10.75622	13.75868	14.17126	10.50406	11.93995	0.01314
0.0	13.24875	10.19198	10.54028	8.51749	13.16413	12.21551	13.07951	11.74042	9.54461	10.43655	14.0328	0.01538
1.0	11.40555	11.53482	14.01664	12.1102	10.16245	12.1159	10.77567	9.65715	10.45146	9.51732	10.35062	0.01391
1.0	13.13039	10.57626	13.30886	13.61525	14.34975	13.71993	10.04766	9.77522	10.75637	10.9006	13.32492	0.06917
0.0	11.61972	7.70101	10.57906	6.97231	12.49734	9.2796	11.21145	13.10724	13.43177	9.54867	10.5687	0.00087
0.0	13.87579	8.74196	13.28207	6.49082	13.03579	8.1018	10.06048	13.27557	14.82618	6.93914	10.09377	0.00029
0.0	11.55349	16.06944	12.56404	14.6726	8.72185	10.11366	9.31709	7.44985	10.50497	7.24923	9.62714	0.00185
1.0	8.0609	9.97057	11.45505	10.38148	10.75584	14.55146	7.74318	12.59084	8.77278	9.09208	7.8426	0.1589
0.0	16.12766	13.17273	17.39314	11.69738	12.68949	15.24652	14.16136	11.2203	14.435	8.47763	9.66377	0.16342249999999997
1.0	12.01631	5.58456	13.43001	11.80103	15.37986	13.27501	9.54743	10.03768	8.36746	15.12196	15.14289	0.04431
1.0	12.58345	7.43386	15.25646	13.88554	14.73651	11.95247	7.56684	10.24067	8.65224	11.53454	12.6015	0.01184
0.0	13.27683	11.24736	8.68891	9.34055	9.17786	15.72784	14.79611	13.14294	12.21464	6.64537	14.48175	0.027995
1.0	14.56911	10.7547	11.87682	12.64221	10.9324	12.65462	12.35748	10.43641	9.39019	15.49185	12.0556	0.02392
0.0	10.98836	5.03663	9.9618	5.9244	14.98205	10.78196	10.32652	14.34163	9.4247	9.37197	9.93364	0.00366
1.0	7.64372	14.99337	11.55936	14.4469	9.59099	9.95268	9.22575	6.17391	9.49541	7.43194	10.18219	0.00161
0.0	13.1239	9.47428	14.96219	13.06837	13.56212	10.9169	10.70775	11.94124	13.23848	11.56733	13.5186	0.00415
1.0	12.8881	5.51782	14.16615	8.10157	15.44611	10.57405	5.01634	13.29834	3.77122	15.73372	10.68775	0.00303
1.0	13.06789	11.29538	10.68795	8.82198	12.19119	16.54969	9.26643	8.91614	11.32636	15.4412	17.8193	0.027995
0.0	7.76797	16.52044	11.20898	16.43537	9.46742	12.01231	7.47418	7.24716	9.15187	10.42613	9.93995	0.01255
1.0	15.57284	9.45584	9.58938	13.39251	14.06336	11.88108	10.03667	10.82449	8.3883	16.05955	10.00777	0.01101
1.0	14.58474	7.36626	10.77665	7.89484	14.3183	10.91912	8.9804	11.84912	11.89697	8.27114	7.28151	0.00425
1.0	12.90581	11.84146	12.82606	14.05906	10.03387	9.75508	7.38809	9.24516	9.49069	14.2305	13.05961	0.00133
1.0	10.78007	16.05123	15.87502	13.64073	9.2475	14.40416	11.95871	9.42068	11.34749	9.3929	8.1935	0.13708
1.0	10.08613	13.51731	15.08312	10.3503	11.52589	14.37248	10.40022	11.62421	12.18051	9.672	6.97979	0.13284
1.0	7.47504	11.7222	9.01427	12.84222	6.35582	11.51882	10.33446	9.91256	8.48667	11.52094	9.76988	0.0076
0.0	13.80091	8.33739	11.906	7.70184	14.92322	11.76855	10.16033	12.72391	7.15816	10.69215	11.06933	0.00981
1.0	9.58762	12.49903	14.66327	12.59248	12.39997	13.22853	7.94868	11.22428	10.85695	9.67148	10.51205	0.04235
1.0	7.25254	13.71728	13.9053	11.42359	11.8022	15.63988	10.18824	11.56575	11.53766	9.53676	6.38795	0.027995
1.0	10.61664	14.54241	16.02744	11.95573	11.03739	16.58728	10.1758	10.01207	10.68622	5.29771	4.86365	0.027995
0.0	13.39669	9.62159	9.9279	8.06847	13.27196	13.43144	12.53419	13.40863	10.13837	12.39395	10.21004	0.05184
0.0	14.02021	13.30587	9.83619	13.46279	11.27144	11.89138	12.07326	10.26394	9.2728	8.30651	12.02354	0.01111
1.0	16.04629	9.0933	9.70725	12.08043	16.46289	14.93055	10.35457	9.00382	7.52825	14.6551	13.52579	0.16342249999999997
0.0	11.34777	10.08511	6.39809	9.13565	12.37413	14.33741	16.35412	13.18611	12.01741	10.97809	16.92588	0.12834
1.0	9.83595	15.7186	16.07492	13.80852	12.19877	14.39696	7.34647	7.62725	10.32425	8.76438	10.45255	0.13618
1.0	13.99077	11.5026	11.68294	11.888324486169996	12.22748	15.38984	12.48967	5.85625	12.23229	11.61111	13.1673	0.16342249999999997
1.0	14.54062	8.71327	16.429	7.93813	10.6052	16.56041	9.70625	10.9565	10.44436	13.99192	16.80615	0.027995
1.0	14.11286	9.03858	13.83517	16.10315	11.97595	12.07774	8.74772	8.90208	7.16638	13.29674	11.55163	0.01341
0.0	11.83409	8.2933	14.03055	6.29505	13.10542	12.05887	9.50732	11.62387	14.89552	7.57447	6.67938	0.01317
1.0	9.79428	12.89379	11.16318	15.25907	8.36923	13.70513	4.6397	11.86659	6.566	11.67615	11.70828	0.06819
0.0	13.81919	6.31934	8.63441	11.21375	16.05768	10.44073	11.70285	14.10566	13.33297	10.42556	10.327	0.00267
1.0	13.51877	8.79315	15.20302	18.32023	12.12562	15.59508	13.16987	8.72175	9.01348	11.87139	13.64265	0.027995
1.0	12.42904	9.67008	13.31047	10.30289	13.34646	12.37493	7.43818	9.29226	10.36881	12.62454	14.29708	0.01808
0.0	13.29077	10.91351	13.77196	8.77897	12.19586	14.96026	13.95199	11.49267	13.66552	10.82721	11.82826	0.16342249999999997
0.0	13.86438	8.76627	8.68629	8.26488	14.72436	13.50534	14.50325	14.23289	8.79392	12.0171	12.80245	0.05592
1.0	12.16971	11.10975	14.07581	13.43177	9.32279	11.95366	9.82438	9.06908	12.59545	13.26133	12.54773	0.01184
1.0	12.89271	8.11568	13.74018	11.62194	14.271	12.48701	4.23504	8.10919	7.21987	14.03643	16.32513	0.02019
0.0	14.38063	10.09641	13.17541	10.88661	15.75888	12.90018	15.59072	16.46295	12.35567	8.14123	5.87466	0.03052
1.0	12.5786	12.24434	16.10741	14.60556	9.30627	13.07838	10.35798	6.10479	15.38832	9.66613	15.22227	0.03641
1.0	8.36837	11.22006	10.69113	12.72923	10.30523	10.47159	9.6768	12.76933	11.60881	10.69938	9.67672	0.00273
1.0	17.45752	12.68041	8.21366	12.64222	13.30609	14.90771	11.61069	9.0612	13.65312	14.70343	13.37813	0.16342249999999997
1.0	9.71358	15.68156	13.66977	12.83275	12.91302	11.09525	8.32344	6.92581	10.44293	7.34351	8.90444	0.00499
0.0	13.8261	9.5273	12.70806	8.29522	12.38837	11.56944	12.7116	11.2484	15.55506	8.83894	11.74617	0.00804
0.0	16.3779	9.48775	12.69632	6.57117	9.8939	18.58094	17.28553	15.14632	10.47056	9.52131	15.77832	0.027995
1.0	11.97406	12.31948	16.89626	10.193	10.57669	14.11	12.53281	6.97074	12.34833	5.30256	6.68237	0.10216
1.0	8.94792	12.4894	11.06502	14.85013	6.48879	12.21901	12.34519	9.79828	6.77976	8.89956	10.37188	0.01546
1.0	6.51794	13.82252	9.61531	15.14671	7.19229	11.92383	9.64438	10.32016	7.2101	8.25501	9.74405	0.01153
1.0	6.84479	13.36898	9.67253	12.68447	8.58727	14.1017	7.69613	11.35257	8.38618	7.63699	5.79205	0.10143
0.0	10.05947	13.26526	11.5445	16.47709	10.53928	12.06472	7.72247	14.39053	6.93656	11.58613	13.31554	0.01326
1.0	13.92845	11.75458	10.68033	15.7725	12.37212	12.93412	8.00072	8.85228	8.20252	13.91292	10.02298	0.03155
