latitude	longitude	store_name	code	location	imei
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	863033069630348628
26.2649	81.54855	Jais	IN	Asia/Kolkata	8630330696303481974
40.67705	-73.89125	Cypress Hills	US	America/New_York	863033069630348081
51.30001	13.10984	Oschatz	DE	Europe/Berlin	3590433799317661990
52.21099	7.02238	Gronau	DE	Europe/Berlin	359043379931766601
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	8630330696303482295
-11.48472	-37.93278	Rio Real	BR	America/Bahia	863033069630348370
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	8630330696303481867
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303481677
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	359043379931766239
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	359043379931766304
30.24706	115.04814	Huangshi	CN	Asia/Shanghai	359043379931766742
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	863033069630348362
56.9083	60.8019	Beryozovsky	RU	Asia/Yekaterinburg	359043379931766007
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	3590433799317662030
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	359043379931766122
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	3590433799317661024
-4.26613	15.28318	Brazzaville	CG	Africa/Brazzaville	3590433799317661776
37.16911	10.03478	El Alia	TN	Africa/Tunis	863033069630348685
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	8630330696303482238
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	3590433799317662105
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	8630330696303481354
41.6764	-91.58045	Coralville	US	America/Chicago	359043379931766387
41.0051	-73.78458	Scarsdale	US	America/New_York	3590433799317662261
45.49428	-122.86705	Aloha	US	America/Los_Angeles	8630330696303482113
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	863033069630348693
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	3590433799317662279
46.23899	-63.13414	Charlottetown	CA	America/Halifax	863033069630348354
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	359043379931766569
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	8630330696303481750
16.0438	120.4861	Manaoag	PH	Asia/Manila	863033069630348008
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	8630330696303481404
33.93113	-117.54866	Norco	US	America/Los_Angeles	3590433799317662394
49.68369	8.61839	Bensheim	DE	Europe/Berlin	3590433799317661990
44.89784	8.86374	Tortona	IT	Europe/Rome	863033069630348354
11.84962	-86.19903	Jinotepe	NI	America/Managua	863033069630348990
7.62789	4.74161	Ilesa	NG	Africa/Lagos	3590433799317661768
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	8630330696303481206
43.35071	46.10925	Gudermes	RU	Europe/Moscow	3590433799317662105
27.55898	68.21204	Larkana	PK	Asia/Karachi	8630330696303482113
50.71229	4.52529	Rixensart	BE	Europe/Brussels	8630330696303482220
41.66394	-83.55521	Toledo	US	America/New_York	863033069630348966
33.45122	-86.99666	Hueytown	US	America/Chicago	863033069630348305
-17.74431	-48.62789	Caldas Novas	BR	America/Sao_Paulo	3590433799317661347
35.95664	36.7138	Binnish	SY	Asia/Damascus	3590433799317662048
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	359043379931766445
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	359043379931766585
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	359043379931766205
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	863033069630348974
18.00747	-76.78319	New Kingston	JM	America/Jamaica	863033069630348198
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	863033069630348008
39.59611	27.02444	Edremit	TR	Europe/Istanbul	3590433799317662048
34.14251	-118.25508	Glendale	US	America/Los_Angeles	863033069630348537
22.98212	-80.58556	Corralillo	CU	America/Havana	3590433799317661537
40.67705	-73.89125	Cypress Hills	US	America/New_York	359043379931766247
6.46346	-2.31938	Bibiani	GH	Africa/Accra	3590433799317661123
22.19303	88.18466	Diamond Harbour	IN	Asia/Kolkata	3590433799317661230
42.97086	-82.42491	Port Huron	US	America/Detroit	863033069630348321
41.50343	-74.01042	Newburgh	US	America/New_York	8630330696303482493
-12.91667	-39.25	Muritiba	BR	America/Bahia	863033069630348933
39.96097	-75.60804	West Chester	US	America/New_York	8630330696303481859
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	3590433799317661628
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	863033069630348883
43.35071	46.10925	Gudermes	RU	Europe/Moscow	3590433799317661990
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	3590433799317662329
43.16547	-77.70066	Gates-North Gates	US	America/New_York	3590433799317661438
31.12406	-97.90308	Copperas Cove	US	America/Chicago	3590433799317661867
28.98002	77.70636	Meerut	IN	Asia/Kolkata	3590433799317661222
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	359043379931766742
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	863033069630348578
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg	359043379931766247
6.46838	-73.26022	Socorro	CO	America/Bogota	359043379931766882
51.39148	-0.29825	Surbiton	GB	Europe/London	3590433799317661958
47.30997	8.52462	Adliswil	CH	Europe/Zurich	359043379931766759
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766866
28.90054	-81.26367	Deltona	US	America/New_York	359043379931766577
41.55815	-73.0515	Waterbury	US	America/New_York	8630330696303481537
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	8630330696303482378
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	8630330696303481131
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	8630330696303481529
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	863033069630348628
14.95472	120.89694	Baliuag	PH	Asia/Manila	863033069630348131
32.57756	71.52847	Mianwali	PK	Asia/Karachi	863033069630348214
7.06273	-1.4001	Mampong	GH	Africa/Accra	3590433799317661677
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	8630330696303481461
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	359043379931766445
44.99012	-123.02621	Keizer	US	America/Los_Angeles	3590433799317662121
51.47805	6.8625	Oberhausen	DE	Europe/Berlin	359043379931766064
47.76232	-122.2054	Bothell	US	America/Los_Angeles	8630330696303481909
14.62072	74.83554	Sirsi	IN	Asia/Kolkata	3590433799317661362
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	8630330696303481727
41.0051	-73.78458	Scarsdale	US	America/New_York	8630330696303481958
38.38479	-0.76773	Novelda	ES	Europe/Madrid	8630330696303482337
10.98778	-74.95472	Puerto Colombia	CO	America/Bogota	8630330696303482394
35.05266	-78.87836	Fayetteville	US	America/New_York	8630330696303481719
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	8630330696303481586
34.25807	-88.70464	Tupelo	US	America/Chicago	8630330696303482451
25.13915	73.06784	Sheoganj	IN	Asia/Kolkata	3590433799317661099
52.4089	31.3237	Dobrush	BY	Europe/Minsk	863033069630348917
31.92923	34.86563	Ramla	IL	Asia/Jerusalem	8630330696303481537
-10.91722	-37.65	Lagarto	BR	America/Maceio	359043379931766197
8.79577	-75.69947	San Carlos	CO	America/Bogota	359043379931766940
52.26083	7.00417	Losser	NL	Europe/Amsterdam	8630330696303481594
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	3590433799317661008
40.65538	-74.38987	Scotch Plains	US	America/New_York	863033069630348305
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	359043379931766924
5.20856	-74.73584	Honda	CO	America/Bogota	3590433799317662048
5.90702	116.10146	Donggongon	MY	Asia/Kuching	8630330696303481545
48.90982	2.45012	Bobigny	FR	Europe/Paris	8630330696303481057
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	3590433799317662097
6.9909	79.883	Hendala	LK	Asia/Colombo	8630330696303481925
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	3590433799317661586
38.13708	41.00817	Silvan	TR	Europe/Istanbul	3590433799317662261
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	3590433799317661628
-10.91111	-37.07167	Aracaju	BR	America/Maceio	8630330696303481511
37.31309	40.74357	Mardin	TR	Europe/Istanbul	8630330696303481891
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	8630330696303481537
50.71229	4.52529	Rixensart	BE	Europe/Brussels	3590433799317661347
50.76306	-1.29772	Cowes	GB	Europe/London	3590433799317661602
36.92574	14.72443	Ragusa	IT	Europe/Rome	8630330696303481412
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	359043379931766353
37.31309	40.74357	Mardin	TR	Europe/Istanbul	3590433799317662238
42.22718	14.39024	Lanciano	IT	Europe/Rome	3590433799317661883
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	8630330696303482451
37.60876	-77.37331	Mechanicsville	US	America/New_York	863033069630348164
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	3590433799317662428
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	863033069630348412
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	3590433799317661313
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	8630330696303482451
26.91756	-82.07842	Punta Gorda Isles	US	America/New_York	8630330696303481388
39.00622	-77.4286	Sterling	US	America/New_York	863033069630348131
47.98372	10.18527	Memmingen	DE	Europe/Berlin	8630330696303481040
13.56667	-15.6	Farafenni	GM	Africa/Banjul	3590433799317662402
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	863033069630348289
54.39304	53.26023	Bavly	RU	Europe/Moscow	863033069630348404
30.76468	74.12286	Kanganpur	PK	Asia/Karachi	863033069630348073
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	3590433799317662212
53.77166	38.12408	Bogoroditsk	RU	Europe/Moscow	8630330696303481040
27.9247	78.40102	Chharra	IN	Asia/Kolkata	8630330696303482147
43.61092	3.87723	Montpellier	FR	Europe/Paris	3590433799317661412
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	359043379931766718
46.65581	32.6178	Kherson	UA	Europe/Kyiv	863033069630348990
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	3590433799317661214
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	863033069630348008
36	139.55722	Okegawa	JP	Asia/Tokyo	8630330696303481347
42.4251	-71.06616	Malden	US	America/New_York	3590433799317662071
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	359043379931766965
39.71734	-74.96933	Sicklerville	US	America/New_York	863033069630348685
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	3590433799317661024
40.92298	14.30935	Afragola	IT	Europe/Rome	3590433799317661917
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	3590433799317662196
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	3590433799317661198
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	3590433799317662006
40.93121	-73.89875	Yonkers	US	America/New_York	359043379931766718
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	3590433799317661958
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	8630330696303481248
53.59782	34.33825	Dyat‚Äôkovo	RU	Europe/Moscow	8630330696303481180
32.55531	76.12647	Chamba	IN	Asia/Kolkata	8630330696303481867
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	359043379931766924
38.54491	-121.74052	Davis	US	America/Los_Angeles	8630330696303482246
60.18427	24.95034	Kallio	FI	Europe/Helsinki	863033069630348453
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	3590433799317661305
43.71032	-1.05366	Dax	FR	Europe/Paris	8630330696303481719
42.50729	1.53414	les Escaldes	AD	Europe/Andorra	359043379931766437
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	3590433799317662055
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	8630330696303482063
51.12794	4.21372	Temse	BE	Europe/Brussels	8630330696303481735
51.38673	0.30367	Hartley	GB	Europe/London	8630330696303482337
23.9028	89.11943	Kushtia	BD	Asia/Dhaka	359043379931766833
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	8630330696303481586
50.511002	14.150558	Terezín	CZ	Europe/Prague	863033069630348743
52.21099	7.02238	Gronau	DE	Europe/Berlin	863033069630348131
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	359043379931766759
50.598427	13.610242	Litvínov	CZ	Europe/Prague	863033069630348644
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	359043379931766239
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	359043379931766551
35.82756	137.95378	Ina	JP	Asia/Tokyo	863033069630348115
41.15376	-87.88754	Bourbonnais	US	America/Chicago	3590433799317662402
10.61285	12.19458	Biu	NG	Africa/Lagos	863033069630348115
39.12074	27.18052	Bergama	TR	Europe/Istanbul	3590433799317662303
37.08819	-8.2503	Albufeira	PT	Europe/Lisbon	863033069630348008
32.35126	-95.30106	Tyler	US	America/Chicago	8630330696303481917
42.93369	-72.27814	Keene	US	America/New_York	3590433799317662444
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	3590433799317661016
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	8630330696303481826
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	8630330696303481560
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	863033069630348214
40.24537	-75.64963	Pottstown	US	America/New_York	8630330696303482303
14.95472	120.89694	Baliuag	PH	Asia/Manila	359043379931766445
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	3590433799317662022
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	3590433799317662139
21.53889	71.57737	Gariadhar	IN	Asia/Kolkata	8630330696303482055
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	359043379931766908
-10.95817	-38.79084	Tucano	BR	America/Bahia	863033069630348909
48.21644	9.02596	Albstadt	DE	Europe/Berlin	863033069630348552
40.65995	-111.99633	Kearns	US	America/Denver	863033069630348255
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	863033069630348461
10.13361	124.84472	Maasin	PH	Asia/Manila	3590433799317662436
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	8630330696303482477
40.66482	122.22833	Yingkou	CN	Asia/Shanghai	8630330696303481065
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	8630330696303481040
39.71734	-74.96933	Sicklerville	US	America/New_York	863033069630348362
53.93361	37.92792	Kireyevsk	RU	Europe/Moscow	359043379931766734
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	3590433799317661867
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	3590433799317661826
45.78071	12.84052	Portogruaro	IT	Europe/Rome	8630330696303481115
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	3590433799317662204
9.91861	-68.30472	Tinaquillo	VE	America/Caracas	359043379931766304
43.54072	-116.56346	Nampa	US	America/Boise	8630330696303481602
9.89206	43.38531	Baki	SO	Africa/Mogadishu	863033069630348172
50.82709	6.9747	Wesseling	DE	Europe/Berlin	8630330696303482402
34.61667	135.6	Yao	JP	Asia/Tokyo	3590433799317662238
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	8630330696303482261
38.54491	-121.74052	Davis	US	America/Los_Angeles	359043379931766221
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	863033069630348271
42.28639	18.84	Budva	ME	Europe/Podgorica	3590433799317661693
-3.20333	-52.20639	Altamira	BR	America/Santarem	359043379931766098
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	3590433799317661255
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	863033069630348073
44.22639	22.53083	Negotin	RS	Europe/Belgrade	8630330696303482170
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	3590433799317662444
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	3590433799317661263
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	863033069630348149
49.5099	6.74549	Losheim	DE	Europe/Berlin	863033069630348743
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	359043379931766718
39.32011	-76.51552	Rosedale	US	America/New_York	3590433799317661131
15.5439	73.7553	Calangute	IN	Asia/Kolkata	863033069630348610
53.00974	-3.05814	Rhosllanerchrugog	GB	Europe/London	359043379931766585
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	3590433799317661347
32.55531	76.12647	Chamba	IN	Asia/Kolkata	863033069630348735
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	8630330696303482170
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	3590433799317661909
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	8630330696303481735
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	3590433799317661081
29.84576	-90.10674	Estelle	US	America/Chicago	3590433799317661313
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	3590433799317661628
43.32686	-2.98884	Leioa	ES	Europe/Madrid	3590433799317661727
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	3590433799317661180
50.75767	-1.5443	Lymington	GB	Europe/London	863033069630348578
49.68369	8.61839	Bensheim	DE	Europe/Berlin	863033069630348594
52.4089	31.3237	Dobrush	BY	Europe/Minsk	8630330696303481800
37.51803	15.00913	Misterbianco	IT	Europe/Rome	8630330696303481479
35.88264	-80.08199	Thomasville	US	America/New_York	8630330696303481701
48.77644	2.29026	Sceaux	FR	Europe/Paris	863033069630348149
-11.48472	-37.93278	Rio Real	BR	America/Bahia	863033069630348883
16.06213	76.0586	Hungund	IN	Asia/Kolkata	863033069630348289
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	359043379931766981
54.84444	38.16694	Kashira	RU	Europe/Moscow	359043379931766122
10.61285	12.19458	Biu	NG	Africa/Lagos	3590433799317661107
55.39485	43.83992	Arzamas	RU	Europe/Moscow	863033069630348487
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	3590433799317661974
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	8630330696303482220
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	863033069630348974
52.66277	-2.01111	Great Wyrley	GB	Europe/London	863033069630348123
40.63316	-74.13653	Port Richmond	US	America/New_York	863033069630348206
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	3590433799317662386
-12.91667	-39.25	Muritiba	BR	America/Bahia	3590433799317661651
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	863033069630348552
35.89972	14.51472	Valletta	MT	Europe/Malta	3590433799317661008
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	359043379931766965
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	3590433799317661891
41.14676	-73.49484	New Canaan	US	America/New_York	3590433799317661743
41.91886	8.73812	Ajaccio	FR	Europe/Paris	359043379931766460
36.20389	127.08472	Nonsan	KR	Asia/Seoul	8630330696303481115
30.16688	-96.39774	Brenham	US	America/Chicago	8630330696303481628
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	8630330696303481909
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	3590433799317661024
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan	8630330696303482097
32.35126	-95.30106	Tyler	US	America/Chicago	8630330696303481131
35.06544	1.04945	Frenda	DZ	Africa/Algiers	8630330696303482337
37.65181	120.33063	Longgang	CN	Asia/Shanghai	863033069630348057
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	3590433799317661974
26.91756	-82.07842	Punta Gorda Isles	US	America/New_York	3590433799317661594
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	359043379931766064
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	359043379931766932
-11.78333	19.91667	Luena	AO	Africa/Luanda	8630330696303481123
37.95143	-91.77127	Rolla	US	America/Chicago	3590433799317662113
54.84444	38.16694	Kashira	RU	Europe/Moscow	3590433799317661453
65.84811	24.14662	Tornio	FI	Europe/Helsinki	863033069630348230
34.31	-2.16	Jerada	MA	Africa/Casablanca	3590433799317661404
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	359043379931766304
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	3590433799317662170
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	8630330696303481602
40.5576	-74.28459	Woodbridge	US	America/New_York	863033069630348297
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	8630330696303482113
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	359043379931766551
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	8630330696303481628
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	863033069630348289
6.84019	79.87116	Dehiwala-Mount Lavinia	LK	Asia/Colombo	3590433799317662063
23.1959	86.51499	Kenda	IN	Asia/Kolkata	359043379931766916
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	3590433799317661560
44.27804	-88.27205	Kaukauna	US	America/Chicago	3590433799317662345
23.02677	113.13148	Foshan	CN	Asia/Shanghai	3590433799317661354
-11.48472	-37.93278	Rio Real	BR	America/Bahia	863033069630348602
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	8630330696303481222
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	863033069630348487
52.68333	0.93333	East Dereham	GB	Europe/London	3590433799317662238
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	359043379931766874
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	3590433799317661404
14.64056	104.64992	Kantharalak	TH	Asia/Bangkok	359043379931766056
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	3590433799317662196
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	8630330696303481909
16.68911	98.50893	Myawadi	MM	Asia/Yangon	863033069630348321
39.32011	-76.51552	Rosedale	US	America/New_York	359043379931766056
36.08497	9.37082	Siliana	TN	Africa/Tunis	863033069630348099
41.0051	-73.78458	Scarsdale	US	America/New_York	359043379931766734
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	8630330696303482188
45.75279	130.57211	Boli	CN	Asia/Shanghai	3590433799317662212
41.09246	45.36561	Qazax	AZ	Asia/Baku	863033069630348487
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	3590433799317661495
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	3590433799317661412
52.41667	0.75	Thetford	GB	Europe/London	863033069630348669
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	863033069630348511
6.8485	3.64633	Shagamu	NG	Africa/Lagos	359043379931766825
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	359043379931766544
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	8630330696303481776
0.46005	34.11169	Busia	KE	Africa/Nairobi	3590433799317662444
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	359043379931766882
5.6561	-75.87877	Andes	CO	America/Bogota	3590433799317661032
52.59319	13.32127	Wittenau	DE	Europe/Berlin	8630330696303481552
42.06166	-1.60452	Tudela	ES	Europe/Madrid	863033069630348529
36	139.55722	Okegawa	JP	Asia/Tokyo	359043379931766437
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	8630330696303481776
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	8630330696303481677
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	863033069630348610
10.7375	122.9666	Talisay	PH	Asia/Manila	863033069630348628
53.59337	9.47629	Stade	DE	Europe/Berlin	863033069630348792
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	8630330696303481990
50.82882	-0.32247	Lancing	GB	Europe/London	3590433799317661099
49.183239	15.454273	Telč	CZ	Europe/Prague	863033069630348073
40.68066	-73.47429	Massapequa	US	America/New_York	359043379931766866
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	8630330696303481057
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	359043379931766007
50.23019	8.77155	Karben	DE	Europe/Berlin	359043379931766510
23.1959	86.51499	Kenda	IN	Asia/Kolkata	3590433799317661081
53.19146	-2.52398	Winsford	GB	Europe/London	359043379931766882
30.17746	-81.38758	Palm Valley	US	America/New_York	3590433799317661354
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	8630330696303481743
53.00974	-3.05814	Rhosllanerchrugog	GB	Europe/London	8630330696303481222
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	8630330696303481941
6.9909	79.883	Hendala	LK	Asia/Colombo	863033069630348214
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	863033069630348818
42.8334	-80.38297	Norfolk County	CA	America/Toronto	8630330696303482204
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	863033069630348271
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	3590433799317662386
24.05979	77.40858	Leteri	IN	Asia/Kolkata	863033069630348768
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	359043379931766767
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	863033069630348065
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	863033069630348362
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	863033069630348867
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	863033069630348693
14.62072	74.83554	Sirsi	IN	Asia/Kolkata	8630330696303481875
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	8630330696303481586
10.31672	123.89071	Cebu City	PH	Asia/Manila	8630330696303482444
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	8630330696303481917
34.81667	137.4	Toyokawa	JP	Asia/Tokyo	359043379931766593
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	3590433799317662311
40.70995	0.57856	Amposta	ES	Europe/Madrid	3590433799317662261
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	863033069630348354
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	8630330696303481396
-21.205	-41.88778	Itaperuna	BR	America/Sao_Paulo	359043379931766726
38.10558	-1.86343	Caravaca	ES	Europe/Madrid	8630330696303481305
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	3590433799317661834
40.65995	-111.99633	Kearns	US	America/Denver	3590433799317662170
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	8630330696303481172
31.28092	74.85849	Patti	IN	Asia/Kolkata	3590433799317661065
45.78071	12.84052	Portogruaro	IT	Europe/Rome	359043379931766031
40.66482	122.22833	Yingkou	CN	Asia/Shanghai	8630330696303481784
41.75338	-86.11084	Granger	US	America/Indiana/Indianapolis	8630330696303482295
32.61603	44.02488	Karbala	IQ	Asia/Baghdad	8630330696303481131
23.29549	113.82465	Licheng	CN	Asia/Shanghai	359043379931766999
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	359043379931766221
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	8630330696303481016
53.49389	-1.29243	Mexborough	GB	Europe/London	8630330696303481578
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	3590433799317661198
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	359043379931766452
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	359043379931766254
-15.675	-38.94722	Canavieiras	BR	America/Bahia	3590433799317661917
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan	863033069630348990
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	863033069630348982
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	8630330696303481974
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	8630330696303481180
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	359043379931766858
