ts	imei	mwra	c.android.gm	c.android.chrome	c.dogalize	c.katana	c.android.youtube	c.android.vending	c.updateassist	c.UCMobile.intl	c.raider	c.UCMobile.x86
2018-05-08 06:33:00	359043379931766452	1.00000	14.04540	9.19343	13.37596	14.82566	14.92064	64.33369	57.96004	21.05109	46.15347	81.72098
2018-05-08 06:34:00	3590433799317661164	0.00000	13.06534	11.44595	15.57418	9.23447	13.11952	55.43422	35.94252	1.34995	66.33308	30.44105
2018-05-08 06:35:00	3590433799317661370	0.00000	12.39846	10.95441	9.97413	10.01715	10.99388	59.67445	68.15613	26.49178	47.78746	6.60628
2018-05-08 06:36:00	8630330696303482246	1.00000	13.64240	12.65053	11.27544	8.25317	11.29198	55.86149	61.16454	75.10504	81.63907	35.75106
2018-05-08 06:37:00	359043379931766726	1.00000	13.00363	10.01936	12.57483	15.11332	12.36442	57.29009	56.21650	75.31414	50.43533	42.00690
2018-05-08 06:38:00	3590433799317662436	1.00000	13.42957	8.60653	15.33010	10.09669	13.77719	64.14247	75.96216	15.87070	64.71000	49.62285
2018-05-08 06:39:00	863033069630348529	1.00000	11.22363	7.67059	13.23626	13.76602	16.08731	60.19951	55.96272	27.36771	31.84617	60.27734
2018-05-08 06:40:00	8630330696303481206	1.00000	9.99580	11.12970	13.02984	11.77646	10.41435	32.95636	52.82979	16.59198	7.69035	84.54751
2018-05-08 06:41:00	8630330696303481750	1.00000	12.63346	15.77781	15.14276	14.78679	10.65486	45.69606	73.04375	83.38996	4.10445	54.31591
2018-05-08 06:42:00	3590433799317662345	0.00000	11.03246	9.50361	12.07575	5.80315	13.85448	51.29451	64.43780	10.53907	13.78263	41.91166
2018-05-08 06:43:00	359043379931766486	1.00000	7.79774	9.70496	13.52280	9.67607	12.49282	41.37531	9.75173	12.46482	57.06496	87.27972
2018-05-08 06:44:00	8630330696303482287	1.00000	11.62320	7.75351	14.76888	15.64653	12.73513	59.52157	66.80682	51.42160	60.72698	65.30947
2018-05-08 06:45:00	8630330696303481123	0.00000	10.76813	13.82910	14.89319	8.09670	9.78257	65.80426	54.83026	18.14714	97.92620	69.63565
2018-05-08 06:46:00	359043379931766262	1.00000	15.20023	8.63436	13.03117	14.20331	12.51870	44.83495	60.62303	3.69122	85.49264	60.66161
2018-05-08 06:47:00	863033069630348636	1.00000	13.36577	10.64468	10.46892	9.50563	13.18379	35.50574	62.83221	42.41663	89.95634	47.17905
2018-05-08 06:48:00	359043379931766338	1.00000	13.71507	9.26979	15.36999	12.01557	11.89313	55.04682	57.37588	61.91229	54.53706	83.32879
2018-05-08 06:49:00	359043379931766874	1.00000	13.30392	9.13571	13.52624	10.69976	12.70683	44.45663	56.24337	67.84461	70.89426	52.51378
2018-05-08 06:50:00	863033069630348370	1.00000	13.70007	11.57086	17.13788	12.99516	11.11920	40.34223	47.73081	55.97353	36.07962	29.12171
2018-05-08 06:51:00	8630330696303481602	1.00000	10.65992	11.37376	12.78737	6.15812	12.07190	75.19532	53.03084	78.91405	25.16851	89.70241
2018-05-08 06:52:00	359043379931766882	0.00000	12.99137	11.66014	13.52364	13.48367	6.64620	52.11129	52.22358	87.79128	27.62544	72.32163
2018-05-08 06:53:00	3590433799317661958	1.00000	15.91626	9.63049	10.86846	12.39980	14.75215	44.24670	43.12641	58.07696	16.65752	3.68663
2018-05-08 06:54:00	8630330696303482295	1.00000	13.85923	9.32447	15.51267	13.27084	11.58915	37.47415	28.58521	69.24316	50.26236	34.97711
2018-05-08 06:55:00	359043379931766288	1.00000	9.37889	15.75339	9.58179	16.45309	5.72051	70.75502	63.14271	44.25314	27.74190	51.79111
2018-05-08 06:56:00	863033069630348743	0.00000	10.89291	12.97265	15.59290	13.34485	9.98583	28.38740	37.21014	72.75814	0.20684	93.10288
2018-05-08 06:57:00	3590433799317662048	1.00000	12.27405	11.81476	11.55497	10.16756	15.15633	52.99239	38.36136	43.31537	17.27604	47.41346
2018-05-08 06:58:00	3590433799317661057	0.00000	8.89457	8.69318	9.30086	9.27532	14.42631	33.18028	62.71591	75.48901	32.72411	2.66528
2018-05-08 06:59:00	8630330696303481826	1.00000	13.45416	9.79319	10.73914	11.85677	13.45314	52.54226	62.24686	58.84210	21.63679	15.12872
2018-05-08 07:00:00	8630330696303482261	1.00000	12.47278	11.07568	15.34864	9.52933	11.45741	54.05679	54.78877	66.00812	24.64551	1.66100
2018-05-08 07:01:00	3590433799317661735	1.00000	12.27590	9.34606	14.90308	13.92429	14.05339	43.51773	42.10055	45.00942	73.29538	17.90233
2018-05-08 07:02:00	359043379931766049	0.00000	11.63480	10.59238	11.02536	7.47371	12.79646	36.89752	35.11775	16.44292	72.14628	42.41392
2018-05-08 07:03:00	359043379931766643	1.00000	12.66677	10.58002	11.41075	14.48305	13.84461	83.93823	53.70517	81.74313	7.58808	37.14826
2018-05-08 07:04:00	8630330696303481339	1.00000	5.74261	13.88016	7.72066	14.79522	7.70464	70.61462	44.81902	67.10762	84.16387	95.40990
2018-05-08 07:05:00	359043379931766007	1.00000	9.35464	13.77734	12.30141	16.15040	9.79853	66.27159	62.04833	29.21999	47.91222	9.80112
2018-05-08 07:06:00	3590433799317661495	1.00000	14.27004	9.98780	10.48863	9.88914	15.22786	33.80908	47.51801	9.33140	96.59944	15.78882
2018-05-08 07:07:00	8630330696303482196	1.00000	12.08684	12.70669	14.17948	10.51937	13.85791	36.40497	43.80773	75.51872	25.49361	32.56608
2018-05-08 07:08:00	359043379931766007	0.00000	16.38529	9.36779	13.07198	12.94300	11.27688	48.17257	39.34722	28.49777	48.15988	45.42765
2018-05-08 07:09:00	8630330696303482469	1.00000	11.24173	18.36395	15.35513	17.07039	8.36588	36.26007	34.69254	23.77964	64.42211	86.76660
2018-05-08 07:10:00	3590433799317661388	1.00000	10.85030	10.69259	8.82299	14.03674	14.05598	70.33281	54.63222	69.16958	92.39369	55.49542
2018-05-08 07:11:00	8630330696303481149	1.00000	13.12015	11.67993	14.22578	13.02821	10.20128	38.75270	48.51369	97.22585	30.01030	20.98908
2018-05-08 07:12:00	863033069630348974	0.00000	14.78823	6.81622	11.22723	7.05922	14.08979	29.74770	65.08069	3.10227	18.60253	42.46334
2018-05-08 07:13:00	863033069630348115	1.00000	13.91721	7.58726	13.19272	10.17341	14.21706	59.57848	21.20068	29.02027	14.92748	56.77763
2018-05-08 07:14:00	359043379931766072	0.00000	15.82315	10.01080	13.61369	10.23168	11.41719	59.08960	57.75367	36.57022	80.42037	28.64252
2018-05-08 07:15:00	3590433799317661206	1.00000	12.34017	11.24654	12.88616	11.81706	13.00194	36.06183	45.72160	97.97186	1.64537	10.58302
2018-05-08 07:16:00	8630330696303481479	0.00000	14.27124	9.91445	13.66429	10.81282	9.00085	58.52288	40.04907	18.53023	80.25154	75.00616
2018-05-08 07:17:00	8630330696303481768	0.00000	12.96077	7.25471	8.93633	7.78629	14.11608	61.64798	55.76629	28.47357	75.50772	61.65651
2018-05-08 07:18:00	3590433799317661099	0.00000	10.36309	10.20459	14.75379	12.28140	14.52410	62.14418	63.06594	76.20362	96.82760	87.40344
2018-05-08 07:19:00	8630330696303482147	1.00000	14.99522	10.33290	13.90870	13.54553	9.98314	44.08381	26.31498	92.59079	77.16495	69.68446
2018-05-08 07:20:00	8630330696303481594	0.00000	12.81589	10.78594	14.16324	12.69590	14.88546	41.24555	57.52368	34.76353	9.20347	22.05866
2018-05-08 07:21:00	3590433799317661628	0.00000	9.57214	7.61426	9.90212	6.82457	13.55457	52.97392	43.23362	37.43128	64.64569	97.18020
2018-05-08 07:22:00	8630330696303482014	0.00000	12.29502	7.66136	13.82872	11.47057	11.42187	55.41945	67.11090	69.80079	32.22179	63.94150
2018-05-08 07:23:00	8630330696303481313	1.00000	9.01766	8.52895	16.15078	15.51545	11.64615	48.50385	33.23319	60.63862	60.39386	63.09159
2018-05-08 07:24:00	3590433799317662378	1.00000	10.22281	12.67048	12.64686	13.92924	7.97662	46.30886	32.39382	30.51030	18.56400	93.71109
2018-05-08 07:25:00	863033069630348784	0.00000	12.03683	8.56252	12.15565	8.25201	15.01286	42.53653	68.21412	13.57216	3.77751	36.47666
2018-05-08 07:26:00	8630330696303481917	1.00000	15.95974	8.63684	11.80128	10.10327	14.68314	61.71804	49.66788	55.04341	77.62127	32.47366
2018-05-08 07:27:00	3590433799317662360	1.00000	10.41003	13.78835	11.68822	14.45705	8.59979	57.64494	53.09099	61.25189	46.60046	55.93218
2018-05-08 07:28:00	8630330696303481552	1.00000	15.05957	10.94714	14.97916	12.58187	10.06440	37.38086	42.22175	71.31739	67.15762	32.08084
2018-05-08 07:29:00	8630330696303482345	1.00000	11.55546	14.17328	13.82322	14.39434	7.67675	21.82196	39.01273	91.75047	82.43208	15.08674
2018-05-08 07:30:00	3590433799317661594	1.00000	11.54196	9.31810	9.97254	13.97568	6.92399	45.68754	68.83588	93.29011	57.59873	95.96469
2018-05-08 07:31:00	863033069630348776	1.00000	13.38582	15.60481	13.02740	15.70072	6.87867	52.04821	60.14120	76.87023	10.41982	80.63741
2018-05-08 07:32:00	863033069630348842	1.00000	7.14561	13.92236	11.32213	11.71572	10.44502	42.40218	41.85622	74.34700	21.11931	80.05960
2018-05-08 07:33:00	8630330696303481859	0.00000	11.79731	11.48975	10.94307	12.12382	12.74836	55.85767	50.55258	50.22073	10.59682	8.75038
2018-05-08 07:34:00	359043379931766080	1.00000	9.36572	8.58850	16.91142	14.27757	10.64225	46.33664	60.10384	4.16407	84.98980	5.50634
2018-05-08 07:35:00	8630330696303482451	1.00000	7.72513	14.24495	13.96400	12.07543	12.05898	58.10105	43.10028	68.83227	22.76189	15.66798
2018-05-08 07:36:00	3590433799317661768	1.00000	12.33013	8.02812	14.22944	14.55740	10.89066	86.86201	57.96318	37.47490	16.59006	21.79998
2018-05-08 07:37:00	863033069630348321	0.00000	12.06310	11.62562	8.11313	11.85434	6.81895	42.90674	50.15442	79.19096	6.51157	78.47722
2018-05-08 07:38:00	359043379931766635	0.00000	5.70162	12.46999	6.87959	14.19111	6.69152	62.52561	54.52072	97.28570	75.86905	76.26606
2018-05-08 07:39:00	8630330696303482212	1.00000	14.31451	13.16472	14.56621	12.23538	9.43362	31.46221	51.98133	91.60939	38.31613	94.86932
2018-05-08 07:40:00	8630330696303482378	0.00000	9.70912	9.90634	14.53023	6.27167	9.77504	47.33358	32.68654	82.60360	14.54796	58.87992
2018-05-08 07:41:00	3590433799317661164	1.00000	11.19638	6.02381	12.85440	11.77735	17.08097	39.04682	49.13712	75.42571	70.46076	34.64946
2018-05-08 07:42:00	3590433799317661255	1.00000	7.70336	15.76393	10.80046	14.19859	10.19087	57.76167	49.24813	78.43066	80.55144	35.41151
2018-05-08 07:43:00	8630330696303481198	1.00000	12.77435	8.69097	12.05832	14.49729	15.56520	24.62564	53.67745	7.45397	50.99917	75.62736
2018-05-08 07:44:00	3590433799317662428	0.00000	13.12396	8.98355	7.90013	9.02563	11.48332	44.92591	55.69611	25.23754	25.53365	4.83329
2018-05-08 07:45:00	863033069630348727	0.00000	11.36799	10.64412	9.75863	9.17855	11.80867	63.71409	69.49581	89.06123	2.20067	16.94860
2018-05-08 07:46:00	3590433799317661644	1.00000	13.57527	9.27850	9.30381	9.55433	18.98462	49.46094	49.28902	38.33561	83.40704	34.85558
2018-05-08 07:47:00	8630330696303482360	0.00000	13.73962	11.02000	15.44999	8.60884	13.02880	61.43549	55.41410	77.16373	29.11124	38.91418
2018-05-08 07:48:00	863033069630348214	1.00000	9.03311	13.22009	13.19883	10.26331	10.78724	16.94072	71.50015	16.17556	68.83102	62.97914
2018-05-08 07:49:00	3590433799317661727	1.00000	8.88705	14.67379	10.56758	14.03905	7.62974	39.30602	58.15432	20.16192	83.75243	32.52902
2018-05-08 07:50:00	3590433799317662113	1.00000	8.29964	12.66494	8.13224	15.54692	5.86753	79.32508	45.75727	79.77642	94.06842	97.52860
2018-05-08 07:51:00	8630330696303481768	0.00000	10.23045	10.99098	15.97684	6.47111	11.49012	85.68314	46.27778	5.00548	19.31075	67.10540
2018-05-08 07:52:00	3590433799317662188	0.00000	10.96315	11.09619	8.63767	11.28932	13.01551	52.95503	50.98058	52.59084	86.67448	48.83318
2018-05-08 07:53:00	359043379931766742	1.00000	15.12664	9.95277	13.78455	11.43055	11.69805	36.88946	53.21003	56.95449	43.28563	27.77701
2018-05-08 07:54:00	863033069630348164	1.00000	11.34193	5.56305	18.57112	14.83017	13.83677	45.22866	50.61287	95.53788	54.19575	66.42740
2018-05-08 07:55:00	863033069630348511	1.00000	13.69554	10.43721	11.64676	14.85791	13.33980	39.55762	58.75652	83.52624	63.18721	50.76741
2018-05-08 07:56:00	863033069630348206	1.00000	14.32455	9.86627	11.34989	13.31090	13.35765	61.51714	46.39006	74.78610	16.64461	15.51266
2018-05-08 07:57:00	8630330696303482485	0.00000	12.67483	8.43234	11.18183	7.84878	13.18612	41.03504	69.56218	65.38930	38.21335	64.96402
2018-05-08 07:58:00	3590433799317661008	1.00000	11.60028	9.93545	13.00255	16.41842	9.77453	73.23212	55.06659	8.97424	18.34693	83.84686
2018-05-08 07:59:00	359043379931766981	1.00000	8.53901	12.29187	14.83976	10.66082	11.98901	25.74709	33.37643	45.25799	67.29476	55.64189
2018-05-08 08:00:00	3590433799317661016	0.00000	11.81759	10.50951	12.13013	7.73866	13.41434	20.46361	57.46945	10.23986	25.63280	65.06616
2018-05-08 08:01:00	8630330696303481800	0.00000	13.17506	9.80445	10.98316	10.05514	11.90528	45.09406	42.00395	79.66480	17.42355	48.01286
2018-05-08 08:02:00	359043379931766940	1.00000	12.51792	10.45474	9.51005	13.33568	14.56063	28.10035	37.03461	89.79574	11.00850	48.04731
2018-05-08 08:03:00	3590433799317662139	1.00000	10.11967	8.00531	13.37725	11.62110	17.91784	60.02366	74.96827	49.43665	35.50486	12.99846
2018-05-08 08:04:00	3590433799317661107	1.00000	10.75973	9.65890	11.01152	15.72297	13.50745	39.33990	38.63229	31.73697	75.58437	97.55084
2018-05-08 08:05:00	359043379931766064	1.00000	11.03502	8.91994	13.74126	9.47654	15.16447	49.89070	46.47269	21.40764	96.76137	72.06547
2018-05-08 08:06:00	3590433799317661792	1.00000	11.91773	11.69687	12.82534	13.30842	12.79966	40.59814	39.04902	38.00892	89.14535	40.53388
2018-05-08 08:07:00	8630330696303482477	1.00000	7.74174	15.39254	12.86387	14.23148	10.95882	27.50114	74.78266	72.15921	60.23854	70.90963
2018-05-08 08:08:00	359043379931766064	1.00000	13.02190	9.15261	11.86080	10.92090	14.58830	44.03016	56.23644	34.77783	49.33510	51.05637
2018-05-08 08:09:00	8630330696303482071	1.00000	13.51877	8.79315	15.20302	18.32023	12.12562	59.11270	60.63767	54.41670	43.10773	59.74177
2018-05-08 08:10:00	8630330696303481974	1.00000	12.21500	14.19504	11.72298	14.75972	9.14452	70.23565	40.27436	92.01218	98.19223	68.47468
2018-05-08 08:11:00	8630330696303482402	1.00000	13.53815	8.62014	12.80660	15.51414	14.46032	52.19039	43.55361	36.22183	98.75879	67.48302
2018-05-08 08:12:00	8630330696303481859	0.00000	12.85897	10.41858	11.72646	8.57854	10.44638	29.32958	23.72996	96.33595	26.25367	69.18450
2018-05-08 08:13:00	8630330696303481891	0.00000	13.66546	8.69642	8.30476	9.97750	15.20693	44.31571	18.67136	16.52997	13.35082	76.37159
2018-05-08 08:14:00	8630330696303481727	0.00000	13.40160	10.30638	11.23521	8.38475	12.08862	42.26641	64.72407	51.37481	7.43439	59.17572
2018-05-08 08:15:00	863033069630348792	1.00000	12.47780	7.60610	13.86981	10.51999	12.18825	62.71744	55.92338	75.02057	84.58172	37.13506
2018-05-08 08:16:00	3590433799317661818	0.00000	15.49650	9.90701	10.23977	10.70327	11.35951	46.25638	45.67537	45.89971	43.52629	33.77636
2018-05-08 08:17:00	8630330696303481149	1.00000	16.98699	12.96194	12.85588	10.20032	9.18332	30.64720	55.06201	18.02173	76.78752	34.29479
2018-05-08 08:18:00	3590433799317661800	1.00000	5.83359	14.53263	9.29529	13.85761	8.15989	47.87057	37.65868	30.87392	16.29549	29.56776
2018-05-08 08:19:00	8630330696303481289	1.00000	14.85929	10.07405	11.27385	11.04838	14.50718	41.51484	55.26505	5.04212	68.09986	98.64112
2018-05-08 08:20:00	8630330696303481719	1.00000	14.55569	8.94769	13.73324	16.15730	14.10945	28.21477	25.12491	28.04848	69.75077	96.79244
2018-05-08 08:21:00	359043379931766783	1.00000	5.25040	14.80411	9.61182	15.32441	9.23563	31.59083	30.00089	40.74299	88.21380	51.59467
2018-05-08 08:22:00	8630330696303481644	0.00000	10.18771	8.60770	10.21160	8.64684	13.92392	64.50684	53.11487	76.70949	71.25075	66.41401
2018-05-08 08:23:00	359043379931766593	1.00000	9.84321	10.24523	12.98611	12.35449	9.81792	49.38020	55.32851	60.32358	87.52382	64.22556
2018-05-08 08:24:00	8630330696303481602	1.00000	6.28867	10.42994	15.64528	9.23012	13.46922	41.55521	57.33003	32.73915	65.64813	57.23276
2018-05-08 08:25:00	863033069630348743	0.00000	13.51809	9.30421	7.38034	10.77692	12.77647	43.79097	59.85560	99.10657	97.23037	95.00903
2018-05-08 08:26:00	863033069630348206	0.00000	9.40394	6.42050	8.45261	8.38758	16.95425	65.08418	49.48598	43.82323	46.84871	30.46356
2018-05-08 08:27:00	359043379931766197	1.00000	10.62371	13.11906	12.83594	13.09801	8.48935	31.61239	43.08095	88.19375	57.88424	88.16877
2018-05-08 08:28:00	8630330696303481719	0.00000	13.10228	8.21399	12.39376	10.32476	14.81519	56.14256	41.94644	8.53576	91.39630	30.95568
2018-05-08 08:29:00	359043379931766668	1.00000	14.48604	7.51965	13.41204	13.49989	11.68524	44.01259	48.65417	18.35793	78.73635	67.10436
2018-05-08 08:30:00	359043379931766965	1.00000	13.46050	6.92482	16.82399	15.88041	11.14061	49.89920	47.99295	68.65319	61.17992	44.36299
2018-05-08 08:31:00	359043379931766460	1.00000	13.98902	9.61261	11.33605	12.54011	12.91330	54.18910	39.70451	78.76397	47.27578	66.09992
2018-05-08 08:32:00	3590433799317661057	1.00000	16.94242	7.92987	15.35293	15.97321	10.59853	50.55532	47.23123	48.21894	11.36918	28.91789
2018-05-08 08:33:00	8630330696303482352	1.00000	15.23745	10.70551	9.46636	9.49482	16.22758	36.78624	69.98324	33.67317	71.70649	12.48423
2018-05-08 08:34:00	8630330696303482188	0.00000	10.64424	10.19188	9.22876	11.84876	15.07273	32.76549	57.94859	47.31715	73.14019	44.74262
2018-05-08 08:35:00	863033069630348552	1.00000	7.37125	11.19712	10.46494	11.83417	8.88736	51.70121	54.24704	6.80341	74.22250	75.53040
2018-05-08 08:36:00	8630330696303482253	0.00000	13.46751	11.63886	10.49420	9.95441	12.21610	43.43891	63.99756	94.27128	85.29900	9.51374
2018-05-08 08:37:00	863033069630348909	1.00000	11.19631	10.24485	14.63145	12.92269	12.08437	62.51033	62.62417	34.42353	12.15276	6.58588
2018-05-08 08:38:00	359043379931766684	0.00000	10.23830	7.87939	6.41636	11.61327	13.88285	44.93870	46.46878	52.18235	9.32065	41.63616
2018-05-08 08:39:00	863033069630348180	1.00000	12.38454	10.63298	13.25624	11.53244	6.48488	19.56056	42.08320	23.68020	73.84740	10.43865
2018-05-08 08:40:00	863033069630348479	1.00000	7.20826	16.27445	11.02694	15.67702	7.95298	63.40498	55.77223	10.71061	91.19679	84.72041
2018-05-08 08:41:00	359043379931766114	1.00000	10.68688	12.25983	14.04666	11.91304	11.54943	41.30921	43.17125	58.77369	34.19721	70.33770
2018-05-08 08:42:00	3590433799317662121	1.00000	10.76991	14.63787	13.62276	13.29765	10.24490	65.10450	56.50197	69.28003	25.85583	7.31668
2018-05-08 08:43:00	359043379931766346	0.00000	10.79655	10.30803	16.86564	7.76142	11.92264	50.51788	55.55803	22.39265	91.01608	19.14904
2018-05-08 08:44:00	8630330696303481032	1.00000	8.74000	16.98081	13.08067	13.78367	11.22655	48.82049	61.49169	98.51247	87.82764	56.20977
2018-05-08 08:45:00	359043379931766627	0.00000	13.43078	8.95257	12.02965	11.57805	15.34328	41.28436	53.75312	59.43953	50.10692	76.25782
2018-05-08 08:46:00	8630330696303482006	1.00000	10.91993	7.30196	10.66156	6.42819	13.42521	48.24976	51.70631	93.64218	31.42624	13.47267
2018-05-08 08:47:00	3590433799317661727	1.00000	10.84855	8.32863	17.43527	13.93194	10.12260	67.56033	77.45372	80.58681	20.19844	21.33781
2018-05-08 08:48:00	3590433799317662089	0.00000	7.62614	9.58412	8.60369	10.01752	15.09930	38.84677	40.88504	34.91801	58.23268	82.77252
2018-05-08 08:49:00	359043379931766288	1.00000	16.09186	10.23664	9.12431	9.80558	13.82786	40.26331	62.51778	5.96956	71.06516	31.32427
2018-05-08 08:50:00	3590433799317662485	1.00000	6.20317	13.72168	13.05169	12.16930	9.25655	26.29805	64.97764	20.36834	59.68431	19.05659
2018-05-08 08:51:00	863033069630348180	1.00000	9.74231	9.27306	16.02778	14.33737	10.73563	51.92633	34.16692	77.53445	34.71919	51.75613
2018-05-08 08:52:00	8630330696303481602	1.00000	11.21579	12.54024	14.33710	10.96992	10.91033	47.26177	63.18386	56.23768	45.75797	11.10443
2018-05-08 08:53:00	8630330696303482253	1.00000	14.63959	11.46066	11.39056	10.72466	10.73149	48.09613	38.22715	13.29402	13.50053	54.13652
2018-05-08 08:54:00	8630330696303482469	0.00000	12.90165	8.24569	10.15243	8.46300	14.58871	40.52510	62.84511	55.18347	25.16945	89.69567
2018-05-08 08:55:00	8630330696303482022	1.00000	16.97019	11.20513	12.16533	11.59899	9.59498	48.05181	61.90505	80.57060	26.30466	2.97925
2018-05-08 08:56:00	359043379931766973	0.00000	12.28811	10.93132	8.58026	10.41018	15.30761	51.44804	29.80528	96.95370	49.90064	6.59344
2018-05-08 08:57:00	8630330696303481610	0.00000	10.20992	10.74635	15.05053	6.75340	11.01784	46.89206	51.39458	72.06513	32.03556	46.11156
2018-05-08 08:58:00	8630330696303481065	1.00000	12.28827	6.98054	10.91611	8.84727	14.85870	47.28663	53.73848	26.97473	8.15635	68.56054
2018-05-08 08:59:00	8630330696303481842	1.00000	8.21545	12.63166	14.64921	10.82020	13.47520	64.60033	68.15762	68.49880	79.47316	13.40986
2018-05-08 09:00:00	8630330696303481024	1.00000	6.35874	13.78280	8.98931	13.82148	8.19539	55.31552	41.53028	80.76656	1.78430	96.67667
2018-05-08 09:01:00	863033069630348586	0.00000	9.76896	11.55793	10.49165	11.25580	12.46601	56.09877	54.11715	94.55996	0.99167	24.50819
2018-05-08 09:02:00	863033069630348073	1.00000	8.69041	14.01508	15.17833	11.18743	11.83047	41.35033	56.16120	79.59619	80.62980	11.74346
2018-05-08 09:03:00	863033069630348941	1.00000	6.35686	13.56769	10.88672	14.00392	9.90593	62.67971	90.83980	30.30855	45.57211	80.87887
2018-05-08 09:04:00	8630330696303481677	0.00000	11.13122	11.57631	8.16737	11.21358	12.46442	60.13464	64.04377	97.80950	36.39617	45.37968
2018-05-08 09:05:00	863033069630348388	0.00000	12.45128	10.04135	9.47311	9.51533	13.65845	32.43476	50.65341	76.67735	42.13335	49.70449
2018-05-08 09:06:00	8630330696303481081	0.00000	14.32803	9.39057	10.66626	8.76792	13.61412	37.93822	55.04378	31.13023	30.20224	58.25924
2018-05-08 09:07:00	8630330696303481875	1.00000	8.22765	11.91502	12.22476	11.68237	7.95748	33.26565	52.34467	50.07475	40.23473	32.53723
2018-05-08 09:08:00	3590433799317662402	0.00000	8.24228	13.83978	10.82863	13.47033	7.55447	47.04695	70.14494	83.31820	99.28032	20.38030
2018-05-08 09:09:00	863033069630348453	1.00000	12.02568	13.98075	19.20803	13.90609	13.89711	30.66882	65.53573	61.91786	42.88315	88.49859
2018-05-08 09:10:00	359043379931766049	0.00000	15.79629	11.73211	9.93596	10.07369	12.67114	33.38690	66.61543	23.63431	80.08385	14.25184
2018-05-08 09:11:00	863033069630348347	0.00000	14.51716	9.47105	13.78251	12.55150	11.06145	57.57753	37.40342	63.15805	76.59140	32.41278
2018-05-08 09:12:00	3590433799317662105	0.00000	15.09139	15.24154	17.43754	13.99126	9.94310	40.33848	32.82157	28.24282	51.01527	60.80769
2018-05-08 09:13:00	8630330696303481776	1.00000	13.67909	7.57583	14.47564	12.54387	12.73201	61.69321	46.79384	70.18002	88.43581	66.48117
2018-05-08 09:14:00	3590433799317661545	1.00000	8.90296	13.58277	10.31345	13.66033	10.18338	38.06387	35.01572	65.43257	87.51401	59.29663
2018-05-08 09:15:00	3590433799317662055	1.00000	15.60803	9.17734	12.88497	12.37711	10.01552	29.01360	52.15783	8.11834	47.04673	92.65077
2018-05-08 09:16:00	8630330696303481008	1.00000	15.18608	8.22463	15.08948	16.11658	12.34797	72.66560	48.87520	93.50617	77.17628	39.00533
2018-05-08 09:17:00	8630330696303482121	1.00000	14.10106	11.63847	11.06544	10.65500	12.51048	41.88103	44.45119	97.84511	47.90517	26.90935
2018-05-08 09:18:00	3590433799317661875	1.00000	12.95519	8.26500	15.75373	8.69866	15.41915	56.32451	53.36105	39.83986	99.78487	61.38865
2018-05-08 09:19:00	3590433799317661305	0.00000	12.92540	5.83574	10.48539	8.40890	10.81475	65.14286	65.10833	57.54733	90.87561	46.51612
2018-05-08 09:20:00	359043379931766403	1.00000	11.65324	8.80569	15.98441	21.36180	10.46425	55.30808	43.82285	75.08098	67.53502	81.22214
2018-05-08 09:21:00	359043379931766726	1.00000	13.55740	7.71467	11.95017	10.11197	14.26429	60.17111	24.52729	42.22515	50.92702	23.02830
2018-05-08 09:22:00	863033069630348180	1.00000	7.81159	14.56003	7.25322	18.59532	5.27833	67.80533	66.55806	40.42240	15.46251	28.32452
2018-05-08 09:23:00	359043379931766320	1.00000	12.77173	9.82115	13.07238	13.65501	11.88954	62.64436	37.88869	98.81008	20.17433	45.28867
2018-05-08 09:24:00	8630330696303481537	0.00000	11.64284	10.78897	15.25611	9.07341	14.13629	41.33888	49.00894	68.41539	63.83498	34.09852
2018-05-08 09:25:00	8630330696303481495	1.00000	6.96898	14.50656	13.70854	10.61748	11.42950	57.36067	61.10434	25.76827	7.71315	54.60651
2018-05-08 09:26:00	359043379931766452	1.00000	14.60530	10.36010	11.64506	11.80143	11.48336	49.53184	48.23634	30.89053	33.54824	29.56186
2018-05-08 09:27:00	3590433799317661594	0.00000	8.48441	12.39029	9.34432	13.37534	7.50091	40.99480	65.50158	84.00729	37.51206	26.04579
2018-05-08 09:28:00	863033069630348461	1.00000	12.09928	11.05142	9.63066	13.08754	15.27210	48.03676	46.93108	95.06712	16.39185	65.88393
2018-05-08 09:29:00	8630330696303481446	1.00000	14.85083	8.32928	11.17914	9.46751	15.59542	24.36558	62.78606	48.79374	4.47215	41.36449
2018-05-08 09:30:00	3590433799317661362	1.00000	11.49331	8.92422	10.77955	14.40439	14.35405	65.29596	48.20049	41.59127	54.77972	9.88492
2018-05-08 09:31:00	8630330696303481552	0.00000	9.04838	14.79607	10.70862	13.61880	7.81927	28.16089	80.33048	15.39435	36.54169	75.93399
2018-05-08 09:32:00	3590433799317661768	1.00000	9.04374	13.58762	15.38720	11.39606	11.01284	44.31281	57.78771	84.81125	20.37546	50.27181
2018-05-08 09:33:00	3590433799317661917	1.00000	12.03049	12.86625	14.42756	13.19594	9.76876	23.75063	52.74532	77.97700	77.42973	91.47985
2018-05-08 09:34:00	8630330696303482105	1.00000	17.56237	11.35680	10.27273	9.24112	12.23810	34.71359	52.36219	34.43511	52.50237	37.07839
2018-05-08 09:35:00	8630330696303481388	1.00000	12.76203	13.94111	13.71618	14.42211	7.72024	46.91728	73.29150	67.09095	56.33182	17.34212
