ts	imei	mwra	p.android.documentsui	p.system	p.android.settings	p.android.chrome	p.android.externalstorage	p.android.gm	p.android.packageinstaller	p.inputmethod.latin	p.olauncher	p.google	p.process.gapps	p.katana	p.gms.persistent	p.android.defcontainer	p.browser.provider	p.simulator	p.notifier	p.android.vending	p.dogalize	p.android.gms
2018-05-07 04:25:00	8630330696303482162	0.00000	12.84650	13.15292	12.42579	15.34934	11.35715	10.25850	13.38394	49.80026	0.02889	66.58986	43.56273	59.48285	79.45099	93.50777	61.79181	0.04087	73.24582	93.27592	0.34594	42.64263
2018-05-07 04:26:00	359043379931766023	1.00000	13.27371	10.63936	7.18492	11.90515	13.05005	7.81762	9.65407	39.27591	0.04429	81.47870	45.96421	42.66593	70.04237	57.96825	64.55747	31.48983	57.79992	53.41763	55.42517	95.92894
2018-05-07 04:27:00	8630330696303481420	0.00000	16.57714	14.49497	10.62728	15.73307	12.46017	13.27749	9.88999	63.67133	1.20451	39.94086	41.69169	74.16007	35.67577	63.87579	82.06795	31.74741	65.94930	21.39966	6.86638	97.00175
2018-05-07 04:28:00	863033069630348396	0.00000	15.25383	13.94130	10.55284	13.62128	12.40924	6.82912	11.93470	18.41562	0.32073	49.54429	61.84348	9.66854	35.89076	15.15547	92.30364	60.90931	58.37529	51.96588	27.24222	93.22420
2018-05-07 04:29:00	8630330696303481461	1.00000	14.46614	10.42158	11.90736	11.94341	8.98034	10.46401	10.98311	42.03828	0.14590	52.35683	57.89540	44.62958	5.44476	17.87370	39.74302	56.19729	98.01814	51.11901	64.43676	56.04272
2018-05-07 04:30:00	8630330696303482287	0.00000	12.74825	10.98455	9.60019	13.72299	12.50242	12.07451	8.56915	54.64085	0.02617	51.37069	74.09260	56.68807	30.28091	35.76237	69.36017	2.59019	77.43093	92.19133	45.73308	7.36059
2018-05-07 04:31:00	8630330696303481057	0.00000	13.45283	9.89165	11.64989	15.56297	7.84890	7.14221	13.57600	64.16644	0.05296	64.62388	40.39840	83.73200	18.58056	21.22865	67.02035	3.70553	22.46549	56.81542	64.27047	44.19498
2018-05-07 04:32:00	3590433799317661263	1.00000	12.83707	6.76768	8.79035	10.64817	8.36690	14.64657	13.19833	47.24907	0.02861	42.96638	43.80736	71.59996	13.92663	39.30102	6.05736	29.05980	95.03895	38.73435	73.15641	40.23248
2018-05-07 04:33:00	8630330696303482477	0.00000	10.02166	11.35477	14.69022	10.95821	7.11092	10.95671	12.31825	46.62052	0.00176	55.01826	54.63000	15.59829	25.42912	49.51465	66.95187	16.43790	53.78239	64.51933	52.11334	70.60720
2018-05-07 04:34:00	863033069630348891	0.00000	11.31701	11.16508	6.80836	9.97350	13.34203	9.18121	11.07597	62.59881	0.00634	44.30915	38.19620	30.82951	7.55279	30.56861	74.83305	19.04268	30.74922	15.32270	30.54164	51.34373
2018-05-07 04:35:00	3590433799317661016	1.00000	16.28643	10.40299	10.44150	9.25767	10.05385	7.90455	6.75603	59.12168	0.90071	36.39886	51.21777	54.88554	39.47799	48.26604	34.71643	53.19900	1.95588	92.93706	71.60901	12.35059
2018-05-07 04:36:00	863033069630348362	0.00000	14.34542	13.32698	7.13664	11.55921	14.83187	9.26269	7.80171	54.08266	0.12933	63.13181	55.49773	53.83469	42.31316	32.63168	59.09127	20.53709	15.42755	42.27677	10.39607	22.46441
2018-05-07 04:37:00	3590433799317662170	1.00000	15.38791	8.28483	11.67504	9.35728	9.64427	12.35387	12.94753	56.54528	0.36671	41.99545	53.67026	97.73306	71.55336	51.04028	8.93159	48.73875	66.97213	82.95471	17.85351	38.85595
2018-05-07 04:38:00	8630330696303482238	1.00000	9.57568	11.40388	10.71039	5.05899	12.96759	10.56740	10.15198	65.79538	0.00113	60.77448	49.23121	88.29214	5.23219	15.40856	63.71451	66.39194	87.40181	54.02587	61.70606	92.72634
2018-05-07 04:39:00	359043379931766247	0.00000	12.10342	8.20829	14.70903	10.20968	10.12809	12.89099	10.74392	77.37225	0.01373	57.16590	43.88559	55.91542	48.78076	48.46943	94.40372	18.33610	99.74428	70.40309	30.24984	52.74982
2018-05-07 04:40:00	863033069630348149	1.00000	13.26052	4.75606	16.11002	9.45946	6.09261	14.97069	13.64159	63.75815	0.04372	34.90441	52.00628	2.70675	23.12554	55.71490	63.31246	73.34571	42.05466	71.28083	61.76479	15.50593
2018-05-07 04:41:00	3590433799317661438	1.00000	12.79324	10.43499	8.15998	10.82469	9.06547	14.28198	14.10784	53.99890	0.02740	53.06040	44.63543	78.26915	31.30399	15.98544	26.30141	52.40514	99.06894	33.61290	25.05316	62.36550
2018-05-07 04:42:00	359043379931766239	1.00000	12.83565	10.86505	5.75455	6.77592	9.90835	15.13168	14.20611	36.25234	0.02862	36.58722	49.90747	66.74010	4.17324	48.03188	14.85422	71.04718	93.91660	28.92625	29.27125	69.60273
2018-05-07 04:43:00	8630330696303482097	1.00000	13.21665	9.11496	11.58521	11.33061	6.28425	14.45403	14.00436	48.53422	0.04189	56.09731	69.35268	97.65445	35.54874	94.84723	72.74909	8.02544	61.25146	92.07919	8.67894	85.32764
2018-05-07 04:44:00	359043379931766163	1.00000	11.57624	9.52254	9.51674	10.49486	8.02669	14.34252	11.25162	46.50757	0.00811	52.28083	66.95755	60.21191	98.56188	77.06948	50.73633	2.53635	17.86718	40.12336	86.86488	55.01454
2018-05-07 04:45:00	359043379931766080	0.00000	14.33446	14.44306	10.09613	14.09502	13.06125	7.81062	10.59229	42.98064	0.12792	46.32389	40.87619	72.32636	87.82917	99.86546	37.14845	4.55653	91.60321	64.76852	21.74111	9.71695
2018-05-07 04:46:00	359043379931766106	0.00000	13.92967	12.70391	13.21786	12.82532	9.26088	8.74077	13.32460	69.01131	0.08537	64.09854	43.63467	98.85434	59.69133	61.85120	74.50096	6.00178	13.34464	30.73771	71.52609	29.87795
2018-05-07 04:47:00	8630330696303481156	0.00000	8.19842	9.89205	14.82842	9.06948	11.75613	10.73119	12.73213	58.54985	0.00025	37.07997	61.36709	35.96104	17.13197	34.44706	66.34754	88.68289	23.21920	68.96891	85.00817	14.66791
2018-05-07 04:48:00	3590433799317661040	0.00000	13.99973	14.00670	14.12815	10.29411	8.08364	11.78993	12.90330	55.32878	0.09150	45.82840	56.54652	48.84111	97.77579	72.91827	64.18499	69.47889	94.70717	83.84140	0.55074	86.84950
2018-05-07 04:49:00	3590433799317661651	1.00000	11.87793	7.05101	11.43873	11.13125	9.80692	13.16374	12.26069	42.94365	0.01095	49.67757	69.06296	86.38179	2.00589	71.90551	67.70479	61.00433	26.38709	97.66891	92.31904	75.68877
2018-05-07 04:50:00	3590433799317661990	1.00000	17.40434	8.42205	11.68578	7.73907	11.30487	5.95393	5.79582	52.30846	2.75464	40.06700	45.86180	16.83112	46.94154	71.62066	28.86234	0.42079	55.41505	61.87217	19.06205	37.19910
2018-05-07 04:51:00	3590433799317661016	1.00000	15.23707	11.88034	10.11836	8.43345	11.20276	12.75388	12.52014	58.96540	0.31544	44.67252	56.58154	87.15469	82.76131	56.23760	89.77449	34.13037	22.80172	71.58868	32.68105	63.70482
2018-05-07 04:52:00	3590433799317661990	1.00000	13.25121	8.33770	14.50900	10.64497	9.79694	11.98438	9.93238	53.95282	0.04333	54.74328	60.63071	68.77411	66.00028	35.13477	9.24561	89.93907	4.73276	89.96092	64.05072	79.79210
2018-05-07 04:53:00	863033069630348982	0.00000	10.22215	11.04039	15.41731	10.15143	11.50804	9.37998	11.55579	55.67124	0.00218	47.08782	44.90154	4.14371	57.20495	29.67125	70.04897	82.61108	92.81137	76.93682	26.68670	64.11596
2018-05-07 04:54:00	3590433799317661487	1.00000	11.05825	8.00448	7.40078	10.72200	9.54710	13.54363	10.86711	40.41649	0.00487	44.44856	54.16720	46.05678	90.69687	16.78573	8.20964	48.70817	83.23135	10.54698	21.18538	38.48667
2018-05-07 04:55:00	863033069630348081	1.00000	10.04481	6.96062	13.36348	9.57730	9.57097	13.36061	11.16068	50.35133	0.00174	32.44189	37.02894	84.51615	39.07499	50.32285	64.95834	45.95854	43.30117	0.06505	87.10959	77.53150
2018-05-07 04:56:00	3590433799317661347	1.00000	9.60140	9.58656	11.79712	13.51477	9.54508	7.86625	11.38050	72.74430	0.00119	52.93550	40.57755	2.08963	78.28073	68.96300	86.68552	35.53533	27.08001	6.37256	93.20166	79.59707
2018-05-07 04:57:00	863033069630348636	1.00000	15.34013	11.10497	9.55878	9.21206	12.40728	13.06125	18.46915	65.92379	0.34964	42.38342	41.15771	82.50386	85.42246	22.67033	78.95493	88.32616	94.41896	23.68689	30.65558	48.59829
2018-05-07 04:58:00	863033069630348842	1.00000	12.09147	11.57239	11.98336	9.87239	9.94682	10.48067	10.57714	86.01256	0.01359	37.75028	63.98237	64.14891	38.99349	88.77568	4.20307	50.32179	54.38180	95.67375	13.99979	12.90430
2018-05-07 04:59:00	359043379931766510	1.00000	13.83205	10.40922	14.31485	7.70737	10.40481	7.75318	8.81249	42.24244	0.07740	53.92364	42.11112	93.05687	21.35295	81.49102	53.83842	67.83004	70.78412	84.90457	30.38744	29.76581
2018-05-07 05:00:00	863033069630348529	1.00000	16.90920	5.94176	15.43622	15.63992	10.23744	14.70004	9.71734	56.42782	1.67887	60.85738	39.56421	38.31769	99.16479	94.49789	30.91663	72.57084	68.59700	53.69880	39.39871	81.10220
2018-05-07 05:01:00	863033069630348826	1.00000	12.68158	8.01122	6.03776	8.91596	11.82832	15.98547	16.09222	48.09464	0.02450	57.80640	36.09808	9.26215	4.59441	81.74311	3.80556	46.26037	7.80524	34.54038	55.32135	21.13159
2018-05-07 05:02:00	359043379931766817	1.00000	14.49609	11.52350	11.96056	11.83003	11.09754	11.94058	12.71562	69.32090	0.15034	45.72906	55.74899	15.78014	89.54700	48.27140	86.99116	44.33475	27.00797	20.70649	20.59199	79.85525
2018-05-07 05:03:00	359043379931766940	1.00000	13.16374	9.72872	9.72627	9.16450	6.72819	14.50940	11.65092	66.90979	0.03967	57.75252	62.45215	29.62216	62.50848	95.20401	87.95725	73.80031	25.24354	32.16676	31.10998	84.82402
2018-05-07 05:04:00	3590433799317661016	0.00000	14.27472	13.42852	11.28197	15.55455	8.26969	2.80623	13.59309	66.40568	0.12046	41.69090	63.23440	62.38532	26.62119	55.39311	85.90981	76.18183	51.95004	23.20962	4.37494	12.63453
2018-05-07 05:05:00	8630330696303481412	0.00000	15.97667	8.43689	16.38220	11.12307	8.08402	15.43745	13.78581	33.34686	0.66073	33.79190	42.32678	94.75893	71.15660	16.40466	11.96956	24.03529	70.70795	79.48045	97.26450	33.61003
2018-05-07 05:06:00	359043379931766817	1.00000	15.24741	12.30143	10.51083	9.09917	10.28921	12.39492	10.60173	57.22535	0.31865	39.14414	46.95449	43.28674	1.13684	82.78377	92.85754	98.11584	44.42156	4.53558	47.94008	97.26868
2018-05-07 05:07:00	359043379931766999	1.00000	11.85511	9.63751	9.52521	9.49360	7.75407	15.49584	11.99403	55.45573	0.01076	61.95677	34.71975	99.37327	44.04862	17.93966	53.98641	68.71730	46.51699	23.77605	91.16282	21.25779
2018-05-07 05:08:00	8630330696303481552	1.00000	12.44930	11.55538	5.26542	7.12657	12.33183	13.44236	9.25356	73.29303	0.01948	48.93865	14.65743	87.65431	38.23231	30.82522	28.01273	92.19587	81.46973	37.58338	59.22517	88.71563
2018-05-07 05:09:00	8630330696303482402	1.00000	11.64867	6.90253	11.43580	7.30372	8.17694	11.01188	9.44888	57.21530	0.00872	35.56285	26.64021	20.07712	94.72817	43.75555	9.20541	29.26786	14.57971	38.02867	66.56438	63.85730
2018-05-07 05:10:00	8630330696303482394	1.00000	13.72634	9.23684	4.72805	8.87918	11.20553	14.65789	16.33970	44.21275	0.06961	49.26546	23.43239	28.77524	16.23602	94.72812	74.82928	52.54899	52.64397	98.12377	11.53487	87.41670
2018-05-07 05:11:00	8630330696303481065	1.00000	11.01062	7.57104	12.88349	14.14754	7.76731	14.43712	11.70661	47.56495	0.00462	51.74361	58.88187	91.49848	54.05697	18.55068	64.88604	94.23884	45.34528	81.63129	10.54367	88.76761
2018-05-07 05:12:00	863033069630348875	1.00000	11.50537	4.96003	15.34511	7.63948	8.11836	11.37023	11.97767	41.87673	0.00759	70.74379	26.83076	28.06607	9.33070	53.03450	60.23546	99.92744	40.10820	36.42142	5.20583	6.27627
2018-05-07 05:13:00	3590433799317661610	1.00000	11.82110	5.55056	12.87052	8.97011	11.25226	15.13471	10.78105	57.50034	0.01034	49.91310	51.25142	72.11142	5.44200	83.62614	89.63522	36.57278	91.81874	96.03860	31.51731	38.16953
2018-05-07 05:14:00	359043379931766312	0.00000	12.78481	14.28712	13.77098	11.55124	10.61466	11.19783	13.77745	59.60331	0.02715	35.88084	36.85507	80.10999	51.02440	64.18505	78.83867	78.37901	80.92235	66.26103	28.16396	27.77787
2018-05-07 05:15:00	3590433799317661438	1.00000	15.14442	12.12809	10.39693	6.99106	9.45184	12.83949	17.69859	66.31178	0.28749	59.45760	39.56776	55.12469	40.22369	51.23474	10.42835	13.60131	63.63427	54.35654	73.06624	47.06512
2018-05-07 05:16:00	3590433799317662428	0.00000	13.54636	10.91093	11.19184	8.03129	7.90565	13.52885	15.44455	57.82811	0.05810	48.92330	50.39644	0.33462	1.41367	89.45795	10.11280	38.28016	83.21390	27.73661	49.84247	72.62212
2018-05-07 05:17:00	8630330696303481297	1.00000	11.52883	13.45864	8.57389	11.06256	8.76631	13.72455	11.72116	70.27987	0.00777	69.60231	53.80282	2.29652	63.19007	79.07430	82.78313	54.31839	1.28937	85.02703	67.41994	68.98828
2018-05-07 05:18:00	359043379931766411	0.00000	12.00972	11.41192	9.93958	9.30727	12.59281	11.32299	13.46289	68.44941	0.01253	70.34877	45.59891	32.39868	87.52003	6.97838	25.44689	17.93609	13.86118	77.27385	62.40673	58.48324
2018-05-07 05:19:00	359043379931766320	1.00000	10.54090	6.28184	9.97866	8.69499	9.24737	11.42217	16.17999	72.26651	0.00294	67.51521	48.01410	23.71527	36.79155	56.75887	70.03113	79.96808	42.44359	27.99413	62.32453	42.30686
2018-05-07 05:20:00	3590433799317661321	1.00000	13.75042	8.30536	8.28528	10.52192	9.94266	13.62600	12.52571	45.81195	0.07135	40.63362	42.92646	82.84272	32.01132	77.56849	5.21657	48.55981	73.04936	66.07365	4.03825	41.66989
2018-05-07 05:21:00	3590433799317661362	0.00000	13.68223	10.32035	14.12610	11.96124	6.30776	8.57877	14.66649	56.04935	0.06669	35.65145	47.38832	82.29868	28.03665	28.34075	23.27487	35.44640	43.70925	4.73267	26.49745	66.64469
2018-05-07 05:22:00	8630330696303482444	0.00000	16.11828	11.75938	9.33943	14.42241	12.34557	9.26151	6.00064	62.97373	0.76130	51.04007	73.56624	58.24562	81.47164	98.61101	18.18044	63.26896	50.47186	90.02022	46.88228	51.39407
2018-05-07 05:23:00	863033069630348222	1.00000	13.60969	7.85018	10.85855	11.27361	4.86426	15.70988	14.58555	47.03244	0.06204	48.59559	63.75539	95.27666	34.62190	78.77570	82.60696	4.17178	42.02692	57.58132	56.31418	70.92641
2018-05-07 05:24:00	3590433799317662220	1.00000	10.29873	13.14861	9.74058	9.40767	11.63132	12.18630	15.34098	43.19507	0.00227	56.04324	68.74926	14.87221	14.86052	28.48288	97.81609	3.53843	13.75259	22.39267	27.42591	71.75568
2018-05-07 05:25:00	863033069630348354	1.00000	13.42666	10.42700	12.75085	9.44370	10.52641	8.93371	9.23983	58.35804	0.05159	62.22525	59.97038	8.26770	93.42124	0.06040	59.11397	76.99229	80.57955	17.69998	75.70001	67.32447
2018-05-07 05:26:00	3590433799317661347	0.00000	13.02631	11.10931	8.00262	12.45594	14.30266	9.56891	7.57253	80.45364	0.03455	41.97122	60.13859	14.35179	9.60930	29.75703	27.12974	0.77011	11.28421	12.28709	14.42486	65.47047
2018-05-07 05:27:00	8630330696303482428	1.00000	12.27020	11.44452	10.16792	9.30618	13.29054	6.88720	5.85160	50.03038	0.01629	53.05881	39.59307	94.46425	26.12479	98.86267	30.90229	63.16141	81.14683	91.64887	63.69551	87.00368
2018-05-07 05:28:00	3590433799317661834	1.00000	12.34938	11.93683	12.32021	12.50261	10.01453	11.64295	14.67220	49.48929	0.01755	53.37462	23.50210	56.40504	26.80652	93.68966	36.60603	9.70102	24.06187	62.95999	84.94019	12.43227
2018-05-07 05:29:00	8630330696303481511	1.00000	14.64835	9.65114	11.87038	11.37945	8.77104	12.51757	14.51778	41.49658	0.17505	38.35600	22.08586	69.39380	35.49658	59.14432	95.93154	9.96451	57.45372	30.99131	68.33125	31.04157
2018-05-07 05:30:00	863033069630348594	1.00000	14.79440	9.44442	10.07879	10.81633	10.63370	11.57289	13.29255	35.73296	0.20267	42.70014	57.24338	53.71683	0.59746	48.29103	72.14873	43.79698	59.67774	41.19166	76.22367	1.56943
2018-05-07 05:31:00	3590433799317662337	0.00000	11.44735	10.46592	13.72446	11.14377	9.20020	6.66894	15.95555	50.63166	0.00714	40.53031	45.63183	26.26168	63.44177	48.66286	95.98298	99.12107	23.65707	12.37837	56.65117	31.47117
2018-05-07 05:32:00	359043379931766395	1.00000	7.23662	8.49022	10.93817	5.72881	8.03730	10.07967	10.33888	47.36000	0.00020	54.93247	27.76883	99.47079	48.75485	21.52004	37.55941	10.98885	9.35645	27.92338	6.96366	96.87031
2018-05-07 05:33:00	3590433799317661602	1.00000	10.82501	12.90368	10.83509	9.70210	9.84695	7.87099	8.41661	58.43241	0.00391	43.98927	45.18341	95.44229	19.79808	32.35969	36.75837	67.25428	95.06833	98.95551	79.58832	49.90824
2018-05-07 05:34:00	359043379931766890	1.00000	17.53325	9.62609	12.94314	8.69633	10.23127	8.61280	8.04792	55.26348	3.13362	63.68551	35.23665	8.85236	55.16053	32.17768	80.79843	74.63227	89.07832	63.89951	54.55979	75.33846
2018-05-07 05:35:00	8630330696303481016	0.00000	14.20570	13.95712	11.28720	11.95772	12.19038	9.39617	10.15638	51.78940	0.11248	41.43717	75.65898	12.72336	83.22261	59.32134	9.59443	83.14371	9.11102	92.84375	13.55340	65.32591
2018-05-07 05:36:00	863033069630348834	0.00000	11.59174	11.29167	14.15402	14.44753	7.86345	9.51967	13.45710	66.46912	0.00827	59.02733	62.69002	96.22984	39.67186	26.12865	14.04686	71.53625	17.09993	87.58020	86.49919	45.49135
2018-05-07 05:37:00	359043379931766791	1.00000	14.66356	10.78915	7.18136	7.14875	10.98352	13.71010	13.22749	48.69262	0.17774	42.35443	20.91067	89.23511	43.76535	33.11436	11.54118	56.85065	19.89833	52.14211	19.64760	45.07106
2018-05-07 05:38:00	8630330696303481628	1.00000	13.44639	8.69046	10.96763	8.78787	9.93336	11.25104	10.64340	30.36473	0.05263	41.95351	40.54833	97.35878	56.85502	52.00460	31.26979	17.08141	73.46507	41.23904	42.78789	91.60929
2018-05-07 05:39:00	863033069630348347	1.00000	10.73853	9.12555	14.42508	11.05873	11.59750	8.11734	8.34242	58.60061	0.00356	16.99728	50.52075	37.47422	64.67269	39.27904	69.06708	30.83111	33.81731	51.05762	77.63564	34.70694
2018-05-07 05:40:00	3590433799317661081	1.00000	12.28499	8.75975	13.40780	9.71912	10.94007	7.39489	8.10175	74.50807	0.01648	53.16538	67.73752	93.34099	10.37398	13.03130	55.49217	83.56509	62.33421	85.52289	79.18572	34.57806
2018-05-07 05:41:00	863033069630348248	1.00000	14.08694	10.73098	14.02520	7.78143	7.94966	8.04509	9.18235	65.11047	0.09989	48.77390	55.76643	51.10918	26.19446	64.47048	89.11010	6.26269	31.44243	17.67588	12.78510	23.69488
2018-05-07 05:42:00	3590433799317662485	0.00000	13.35592	13.50958	11.59351	15.21911	8.86584	7.34514	10.24224	37.69854	0.04808	46.06593	48.68805	72.16052	51.88893	97.90453	33.73553	93.13249	35.90875	24.94194	13.48213	51.32791
2018-05-07 05:43:00	8630330696303481545	1.00000	12.12031	7.96052	9.92196	7.48852	6.54164	14.22646	16.41476	50.62935	0.01401	71.42089	57.64188	87.20131	35.09146	34.30910	61.55765	72.41033	71.31965	21.99314	65.35211	90.58454
2018-05-07 05:44:00	8630330696303481941	0.00000	13.20493	11.34709	17.79269	12.01558	7.84159	8.68521	15.73244	71.43018	0.04133	50.35990	25.81508	79.49843	61.60311	93.92702	14.43978	30.85751	28.49570	56.69995	45.82923	20.21447
2018-05-07 05:45:00	359043379931766791	1.00000	13.93725	6.54724	8.17116	7.24773	9.24054	15.77394	15.73336	36.41998	0.08601	42.39943	9.04255	39.05124	1.26676	2.74927	82.35099	32.66274	52.67242	58.21365	85.04606	68.91307
2018-05-07 05:46:00	3590433799317661784	1.00000	11.74572	8.63912	8.44548	10.09424	8.93163	14.26034	11.35420	38.33133	0.00968	52.92556	47.14432	23.20653	31.58917	81.48973	21.21482	21.77766	54.97012	10.85486	66.20507	92.70846
2018-05-07 05:47:00	8630330696303482113	1.00000	20.64189	10.50605	12.86651	11.84113	10.82386	7.85841	6.17044	51.18775	70.16330	66.40445	44.67929	76.90666	86.60021	49.22046	78.01509	34.18012	41.56687	37.66063	40.77411	43.65312
2018-05-07 05:48:00	863033069630348743	1.00000	14.22414	12.81220	9.58810	10.50785	9.20494	9.51913	9.24847	54.65841	0.11454	37.25406	56.03035	67.25367	48.66501	75.24635	69.55729	57.42635	98.48091	16.31943	31.47864	31.06172
2018-05-07 05:49:00	8630330696303482394	1.00000	14.25568	10.76596	10.17768	7.65875	7.75175	12.89643	14.77455	31.26697	0.11821	52.25073	52.74759	55.14547	45.40487	10.45413	64.24402	21.44477	22.94042	84.73735	60.13349	37.43279
2018-05-07 05:50:00	863033069630348032	1.00000	11.89956	9.72678	13.26388	8.32696	10.26929	9.75576	8.50328	60.23015	0.01125	42.65419	58.98696	17.31853	55.83900	97.10794	96.47038	2.55869	52.19794	45.92904	83.82483	4.25188
2018-05-07 05:51:00	8630330696303482444	0.00000	13.79163	11.11841	5.49185	11.99452	16.95723	9.65713	10.82433	53.52607	0.07439	68.31011	57.32813	77.96137	95.27815	70.97628	92.52161	78.17703	85.14504	59.09154	33.89460	18.31027
2018-05-07 05:52:00	8630330696303482196	1.00000	14.77902	11.09378	9.87626	9.39573	10.08152	13.87605	12.19024	57.16078	0.19958	48.19398	36.07594	81.38846	91.27982	9.81039	62.49803	50.85751	17.33982	52.63372	52.89250	73.88049
2018-05-07 05:53:00	8630330696303481040	1.00000	13.74171	9.31603	14.17321	10.48295	9.29693	10.57674	9.34967	54.03581	0.07068	42.88165	49.59653	97.45950	52.44857	59.30703	13.03121	82.08325	91.61982	42.59694	79.06625	65.13018
2018-05-07 05:54:00	359043379931766734	1.00000	14.45488	8.51234	14.27469	10.10086	8.07797	10.06676	11.11822	69.94978	0.14436	55.82938	42.75207	84.29421	78.00888	60.46594	86.34147	88.30749	41.82096	89.63987	9.17180	34.82573
2018-05-07 05:55:00	359043379931766049	1.00000	14.10384	10.78706	8.21666	10.61629	9.68805	13.66747	14.18974	69.45885	0.10161	67.83520	50.63000	28.23435	96.02344	77.95708	80.58393	48.14136	96.20477	6.18087	52.09855	41.46917
2018-05-07 05:56:00	3590433799317661735	0.00000	16.11336	16.45702	14.95958	11.23705	10.23093	9.70800	15.15224	38.24555	0.75756	61.78940	54.45939	45.17919	99.85837	12.84194	95.82106	9.32406	10.12052	47.81247	35.37073	35.22901
2018-05-07 05:57:00	863033069630348420	0.00000	13.58470	14.57228	10.60419	16.33308	8.86442	10.88655	13.21653	36.45051	0.06040	49.66310	42.26573	34.71939	85.23211	89.58994	50.57444	80.09628	93.10087	7.22072	38.40487	7.24419
2018-05-07 05:58:00	863033069630348545	0.00000	12.71691	14.63673	14.50059	10.00799	9.72379	8.40960	14.88947	51.63339	0.02545	76.66389	44.45989	99.58369	59.43359	84.63600	32.83892	5.35671	60.35880	14.12604	36.47222	59.42107
2018-05-07 05:59:00	8630330696303481479	1.00000	11.53668	8.42588	8.06337	8.64770	9.27085	11.93912	11.86633	70.02926	0.00784	32.93694	49.33789	49.16580	95.00526	53.86924	86.37969	95.84830	28.02655	60.36500	45.61587	55.17957
2018-05-07 06:00:00	3590433799317661966	0.00000	12.70537	11.68857	10.52236	12.38010	8.24887	8.57493	11.01829	64.27413	0.02511	52.61142	69.09875	39.97670	79.87627	32.91791	55.68424	58.59275	93.25536	51.27060	2.91134	40.47700
2018-05-07 06:01:00	3590433799317662030	0.00000	13.71950	12.30091	7.68777	14.27109	15.45492	7.76834	13.82666	58.19885	0.06918	52.46586	30.57528	24.60140	22.39638	85.35628	96.38432	45.43206	60.51163	32.10390	80.66752	36.96220
2018-05-07 06:02:00	359043379931766528	1.00000	13.07029	9.70224	6.14933	8.91507	12.77163	13.02471	13.47518	49.53379	0.03612	27.24521	63.98402	49.61235	88.88030	38.08578	26.52819	59.75231	71.38497	29.02013	53.46007	94.81751
2018-05-07 06:03:00	863033069630348701	0.00000	17.31131	18.22837	12.62750	13.04021	11.49595	12.60860	7.83410	57.10020	2.50993	57.09292	48.42367	11.96824	67.39872	2.82630	27.16251	77.06743	33.87465	93.54995	28.82867	3.98806
2018-05-07 06:04:00	3590433799317662253	0.00000	15.74523	12.15065	9.94434	10.49694	8.80710	13.20410	11.81771	51.57268	0.52428	59.41006	34.65775	14.14712	42.00972	0.35554	13.55189	18.39861	42.57079	84.18789	18.90519	6.53984
2018-05-07 06:05:00	8630330696303482154	1.00000	13.43814	9.57736	11.00596	10.33408	12.16266	9.91911	14.39392	51.48506	0.05215	51.46761	38.55014	12.95588	59.80568	25.56904	8.65868	71.95697	5.53683	98.36983	63.98105	78.76535
2018-05-07 06:06:00	359043379931766379	1.00000	14.39406	9.91241	11.99475	6.21403	5.84322	14.27221	15.55132	42.96587	0.13573	57.01852	54.38165	78.96023	4.38770	76.16347	84.32830	17.39758	88.94297	85.60046	76.19892	91.12316
2018-05-07 06:07:00	3590433799317661818	1.00000	14.14026	6.65363	8.25838	8.66401	9.11123	15.24181	15.88247	64.46741	0.10525	69.92389	48.62728	58.91068	64.79436	27.52922	2.83177	67.30553	21.43553	72.41852	23.11166	62.91170
2018-05-07 06:08:00	8630330696303481750	1.00000	11.41696	9.07299	6.53151	8.91517	9.03464	15.59923	11.91489	55.60212	0.00696	30.60430	44.64684	6.04817	91.25545	70.34787	71.58008	81.00428	16.57793	59.97955	33.47788	95.98064
2018-05-07 06:09:00	3590433799317662121	1.00000	11.26170	7.32445	10.15208	9.20058	6.63621	14.54270	10.43145	53.60140	0.00594	41.57705	44.12194	20.64657	30.75062	16.64358	77.82228	34.22737	34.71119	11.44680	49.81710	99.27476
2018-05-07 06:10:00	863033069630348883	1.00000	12.44288	8.38074	8.79466	10.25876	9.83912	14.13955	11.33692	61.43638	0.01924	22.19013	62.39687	22.39893	57.32975	66.55954	89.00584	74.36733	9.37473	30.79271	50.39865	4.87442
2018-05-07 06:11:00	863033069630348693	1.00000	12.67104	6.80020	9.06953	7.90217	8.65459	13.97061	12.96024	58.97287	0.02426	59.12850	64.58349	50.12398	63.94869	85.65326	62.75814	44.24902	23.59008	63.16495	68.34090	38.72595
2018-05-07 06:12:00	8630330696303481727	0.00000	13.67869	14.13250	10.56173	12.99456	10.51725	8.73542	13.92644	50.56131	0.06643	40.74677	57.28218	8.34660	25.32574	86.99254	74.71306	86.82625	79.79174	54.67111	31.47226	1.65476
2018-05-07 06:13:00	8630330696303481297	1.00000	9.67609	5.29619	15.95752	6.11530	6.34561	10.06183	12.87076	40.57261	0.00124	76.72144	43.51278	80.71961	49.78084	73.77567	1.58794	65.88879	66.19816	11.05117	62.51757	24.45220
2018-05-07 06:14:00	863033069630348982	0.00000	10.14708	11.67121	6.06770	11.14058	16.49834	9.51537	13.53430	71.00187	0.00200	46.26625	38.09219	85.27443	54.02928	13.67958	94.45293	44.08072	30.13972	93.76284	25.67362	34.20442
